-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  -70.0   Longitude 65.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1696.96 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS50M_MAX             MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN             MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE           MERRA-2 Wind Speed at 50 Meters Range (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2000,79.17,79.16,79.02,79.29,78.55,79.23,78.83,78.85,79.07,78.13,79.7,80.28,79.1
PS,2001,79.71,79.99,79.21,78.47,79.27,78.97,79.14,78.35,78.21,78.45,78.95,79.2,78.99
PS,2002,79.54,78.94,79.73,79.08,80.07,79.16,79.31,78.2,78.91,79.62,79.21,79.21,79.25
PS,2003,80.25,79.86,79.31,78.73,79.08,79.82,78.88,78.26,78.54,78.79,79.24,80.32,79.25
PS,2004,79.75,80.1,78.79,78.76,79.1,78.47,78.12,78.24,78.04,78.89,79.34,80.04,78.97
PS,2005,79.87,79.27,79.28,78.59,79.01,79.68,78.89,78.42,78.35,78.62,79.11,80.63,79.14
PS,2006,79.72,79.45,79.06,79.22,78.66,78.82,77.87,79.74,78.82,78.3,78.97,79.47,79.0
PS,2007,79.93,79.3,79.41,79.52,79.42,79.8,80.12,78.92,78.82,78.99,79.42,79.24,79.41
PS,2008,79.45,79.06,79.27,79.49,79.27,78.67,79.06,78.25,78.54,78.08,78.85,79.47,78.96
PS,2009,79.71,79.45,79.17,79.16,79.55,79.82,79.24,79.02,79.0,78.86,79.58,79.64,79.35
PS,2010,80.38,79.96,79.31,78.99,78.88,78.28,77.78,77.93,78.57,78.6,79.08,79.94,78.97
PS,2011,80.22,79.42,79.36,79.41,78.85,79.7,79.53,79.15,78.98,78.59,79.96,79.17,79.36
PS,2012,79.07,79.63,79.03,78.85,78.97,79.11,78.21,78.69,78.38,78.77,79.81,80.06,79.04
PS,2013,79.77,79.16,78.64,78.96,78.71,79.68,78.74,79.59,79.41,79.16,79.67,79.74,79.27
PS,2014,79.91,79.43,79.1,78.87,79.47,79.03,78.63,78.53,79.28,78.77,79.42,79.22,79.14
PS,2015,79.63,78.97,78.81,78.52,78.67,78.95,78.39,78.01,78.27,79.01,79.08,79.66,78.83
PS,2016,79.36,79.37,78.5,78.79,78.8,78.3,78.44,79.34,78.07,78.91,79.87,79.96,78.97
PS,2017,80.2,79.66,79.31,78.52,78.8,78.8,78.9,78.04,78.21,78.92,79.18,79.43,79.0
PS,2018,79.53,79.38,79.44,79.49,79.12,79.82,78.68,79.13,78.16,78.41,78.84,79.62,79.13
PS,2019,79.55,79.77,79.17,79.23,79.36,78.62,78.95,78.59,78.23,79.48,80.02,80.46,79.29
PS,2020,80.07,79.48,78.68,79.15,78.94,79.11,78.95,79.26,78.57,78.67,79.43,79.1,79.12
PS,2021,79.31,78.94,79.39,78.65,78.78,78.88,79.19,78.5,78.22,78.64,79.01,79.17,78.89
TS,1981,-17.98,-22.92,-29.65,-38.17,-38.98,-39.5,-37.38,-34.11,-36.83,-35.36,-24.09,-18.14,-31.12
TS,1982,-18.53,-25.22,-34.21,-39.78,-38.57,-42.73,-40.29,-44.97,-43.38,-34.38,-23.6,-15.63,-33.46
TS,1983,-16.36,-24.2,-34.15,-35.0,-37.42,-37.79,-39.96,-39.49,-35.22,-34.06,-29.1,-18.95,-31.85
TS,1984,-15.69,-24.8,-31.59,-35.63,-35.78,-38.35,-40.83,-38.92,-35.76,-37.76,-24.59,-16.29,-31.35
TS,1985,-16.46,-24.47,-31.88,-34.78,-40.47,-34.68,-42.56,-41.19,-39.67,-34.91,-28.03,-19.1,-32.39
TS,1986,-19.56,-19.56,-30.4,-38.3,-36.39,-40.15,-40.8,-42.0,-37.73,-29.9,-26.25,-18.18,-31.66
TS,1987,-16.07,-24.11,-31.81,-36.8,-40.02,-36.79,-37.73,-44.67,-41.2,-33.95,-24.95,-17.52,-32.17
TS,1988,-16.05,-25.95,-29.47,-37.87,-35.45,-36.56,-38.7,-37.84,-36.09,-31.35,-25.08,-19.88,-30.85
TS,1989,-18.57,-23.48,-33.16,-37.79,-41.88,-40.36,-40.75,-37.45,-35.35,-29.7,-26.9,-14.42,-31.68
TS,1990,-16.53,-24.4,-31.74,-31.47,-35.95,-39.06,-35.61,-41.45,-41.01,-34.26,-23.77,-16.63,-31.02
TS,1991,-18.61,-21.85,-29.07,-31.31,-37.93,-34.52,-34.7,-37.73,-39.67,-34.67,-24.9,-16.24,-30.14
TS,1992,-17.36,-21.16,-31.14,-36.62,-38.26,-38.24,-41.21,-41.45,-44.38,-33.7,-22.72,-20.77,-32.27
TS,1993,-16.36,-24.24,-31.85,-38.9,-41.55,-41.7,-40.84,-42.65,-40.67,-33.7,-27.29,-20.08,-33.35
TS,1994,-18.49,-25.38,-33.54,-36.96,-41.0,-32.9,-37.14,-41.55,-36.7,-32.6,-25.0,-18.77,-31.71
TS,1995,-20.43,-23.77,-30.6,-31.97,-38.74,-39.48,-29.68,-40.55,-39.41,-35.46,-25.41,-17.92,-31.15
TS,1996,-17.18,-22.71,-31.03,-35.74,-42.12,-36.46,-39.21,-35.02,-34.92,-32.72,-24.35,-17.49,-30.77
TS,1997,-18.71,-23.56,-28.95,-35.88,-39.89,-37.88,-41.19,-41.1,-42.02,-34.73,-24.35,-16.47,-32.1
TS,1998,-19.22,-23.04,-32.9,-39.53,-38.71,-37.3,-38.22,-37.82,-37.86,-34.95,-23.54,-19.02,-31.88
TS,1999,-19.28,-23.9,-30.09,-38.48,-37.71,-34.17,-41.06,-39.27,-38.04,-33.13,-24.11,-20.11,-31.65
TS,2000,-17.81,-24.73,-31.65,-31.35,-37.19,-35.43,-38.34,-37.16,-35.6,-36.61,-22.73,-16.95,-30.49
TS,2001,-16.85,-22.26,-30.37,-35.37,-35.68,-36.32,-36.59,-40.67,-38.49,-32.51,-23.46,-15.76,-30.39
TS,2002,-16.95,-24.39,-30.2,-32.84,-31.0,-35.15,-36.39,-39.57,-35.52,-31.33,-24.88,-18.02,-29.7
TS,2003,-15.45,-19.56,-29.85,-36.52,-39.42,-35.95,-39.81,-39.24,-37.15,-34.77,-25.48,-16.07,-30.83
TS,2004,-14.55,-21.06,-30.73,-36.54,-37.75,-38.43,-39.52,-37.93,-40.4,-31.96,-21.91,-15.18,-30.51
TS,2005,-15.76,-23.34,-27.47,-36.7,-37.36,-34.79,-37.09,-39.05,-35.77,-32.81,-25.62,-14.8,-30.06
TS,2006,-17.26,-25.46,-32.38,-35.38,-37.27,-36.1,-40.87,-36.51,-37.49,-32.91,-24.56,-19.35,-31.32
TS,2007,-16.88,-24.74,-30.93,-31.05,-31.76,-34.94,-35.3,-36.63,-37.95,-32.82,-23.0,-18.65,-29.57
TS,2008,-19.72,-24.78,-30.54,-33.95,-37.03,-40.83,-35.38,-41.73,-39.21,-35.14,-24.35,-17.02,-31.64
TS,2009,-18.15,-22.06,-30.56,-37.06,-34.92,-33.45,-34.3,-38.65,-36.82,-34.26,-23.7,-19.1,-30.29
TS,2010,-16.79,-23.66,-32.14,-37.6,-37.88,-39.81,-43.6,-42.49,-34.91,-33.8,-26.97,-18.59,-32.4
TS,2011,-17.02,-25.49,-30.7,-34.63,-37.28,-37.83,-35.88,-37.69,-38.68,-35.85,-24.11,-19.91,-31.27
TS,2012,-19.38,-24.93,-33.39,-37.2,-39.99,-39.49,-42.81,-40.47,-40.04,-31.95,-23.26,-17.57,-32.56
TS,2013,-17.42,-25.15,-33.38,-35.17,-40.98,-35.34,-39.98,-38.69,-33.11,-30.7,-22.78,-17.56,-30.89
TS,2014,-18.06,-24.49,-33.81,-39.27,-34.37,-39.74,-40.63,-40.35,-36.48,-34.13,-23.49,-18.74,-31.99
TS,2015,-17.88,-24.7,-31.63,-37.86,-40.7,-39.25,-42.63,-42.28,-38.92,-34.5,-24.76,-18.7,-32.86
TS,2016,-18.97,-25.07,-33.2,-38.31,-38.51,-41.9,-41.6,-36.2,-39.79,-32.75,-23.26,-17.42,-32.25
TS,2017,-17.87,-23.28,-31.67,-39.15,-34.85,-40.74,-36.32,-41.31,-39.67,-35.52,-23.18,-18.77,-31.88
TS,2018,-17.43,-23.74,-32.76,-32.47,-36.91,-35.64,-36.38,-34.26,-39.59,-34.9,-26.99,-18.64,-30.84
TS,2019,-18.15,-21.71,-30.91,-34.42,-39.42,-37.19,-38.43,-38.66,-39.2,-29.54,-23.95,-18.08,-30.85
TS,2020,-16.97,-23.6,-33.16,-34.35,-34.24,-35.45,-36.87,-37.12,-35.08,-31.9,-22.38,-20.23,-30.13
TS,2021,-19.56,-25.51,-29.9,-34.59,-38.99,-41.07,-39.06,-36.07,-35.54,-31.57,-25.85,-17.23,-31.26
T2M,1981,-17.1,-21.62,-27.92,-35.82,-37.04,-37.45,-35.03,-32.33,-34.96,-33.85,-23.29,-17.49,-29.52
T2M,1982,-17.6,-23.92,-32.1,-37.58,-36.64,-40.0,-37.96,-42.75,-41.68,-32.97,-22.67,-14.94,-31.76
T2M,1983,-15.63,-22.89,-32.09,-33.27,-35.27,-35.45,-37.41,-37.9,-33.23,-32.63,-28.02,-18.45,-30.22
T2M,1984,-15.03,-23.33,-29.42,-33.46,-33.43,-36.11,-38.43,-36.38,-34.09,-36.27,-23.66,-15.42,-29.6
T2M,1985,-15.38,-23.15,-30.23,-32.56,-38.76,-33.08,-40.39,-39.2,-38.03,-33.7,-26.95,-18.74,-30.89
T2M,1986,-18.52,-18.56,-28.99,-36.35,-34.75,-38.27,-38.63,-39.87,-36.19,-28.81,-25.22,-17.56,-30.2
T2M,1987,-15.31,-22.72,-30.17,-34.63,-37.67,-34.35,-35.92,-42.65,-39.34,-32.56,-24.24,-16.92,-30.57
T2M,1988,-15.24,-24.67,-27.99,-35.85,-33.22,-34.65,-36.91,-35.92,-34.71,-30.02,-24.37,-18.89,-29.36
T2M,1989,-17.62,-22.1,-31.52,-35.48,-39.54,-38.32,-38.7,-35.79,-33.45,-28.53,-26.01,-13.96,-30.11
T2M,1990,-15.37,-22.93,-29.95,-29.82,-33.59,-36.81,-32.95,-39.22,-39.27,-32.81,-22.69,-15.92,-29.3
T2M,1991,-17.91,-20.76,-27.51,-29.45,-35.91,-32.7,-32.5,-36.05,-37.92,-33.35,-24.04,-15.09,-28.63
T2M,1992,-16.45,-19.91,-29.35,-34.63,-36.05,-35.95,-39.25,-39.2,-42.54,-32.44,-22.33,-19.72,-30.67
T2M,1993,-15.53,-22.75,-30.28,-36.84,-39.28,-39.43,-38.39,-40.06,-38.38,-32.36,-26.07,-19.27,-31.59
T2M,1994,-17.77,-23.88,-31.77,-34.84,-38.52,-31.17,-34.82,-39.24,-34.92,-31.32,-24.07,-17.95,-30.06
T2M,1995,-19.2,-22.59,-28.8,-29.98,-36.73,-37.6,-28.24,-38.29,-37.98,-34.12,-24.31,-17.31,-29.63
T2M,1996,-16.24,-21.69,-29.17,-33.7,-39.74,-34.1,-36.47,-33.26,-33.19,-31.29,-23.21,-16.8,-29.09
T2M,1997,-17.56,-22.24,-27.56,-33.8,-37.2,-35.26,-39.1,-39.17,-40.22,-33.42,-23.23,-15.7,-30.41
T2M,1998,-18.13,-21.81,-31.01,-37.27,-36.24,-35.24,-36.39,-36.05,-36.1,-33.65,-22.68,-17.91,-30.24
T2M,1999,-18.36,-22.85,-28.34,-36.29,-35.52,-31.99,-39.0,-37.06,-35.98,-31.85,-23.23,-19.34,-30.02
T2M,2000,-17.13,-23.4,-30.15,-29.74,-35.17,-33.3,-36.03,-35.21,-33.55,-35.19,-21.78,-16.24,-28.93
T2M,2001,-15.84,-21.14,-28.43,-33.24,-33.33,-33.88,-33.91,-38.31,-36.53,-31.07,-22.7,-15.43,-28.68
T2M,2002,-15.81,-23.06,-28.6,-30.77,-28.88,-32.91,-34.23,-37.04,-33.98,-30.12,-23.89,-17.42,-28.08
T2M,2003,-14.97,-18.43,-28.13,-34.55,-37.31,-34.64,-37.53,-37.54,-35.77,-33.39,-24.17,-15.32,-29.37
T2M,2004,-14.1,-19.95,-29.29,-34.59,-35.67,-36.27,-37.08,-36.24,-38.37,-30.42,-21.51,-14.63,-29.02
T2M,2005,-15.24,-22.03,-26.02,-34.82,-35.39,-32.67,-34.81,-36.76,-34.35,-31.67,-24.62,-14.22,-28.57
T2M,2006,-16.42,-24.06,-30.79,-33.38,-34.78,-33.92,-38.63,-34.48,-36.15,-31.67,-23.7,-18.46,-29.73
T2M,2007,-16.26,-23.38,-29.37,-29.31,-30.29,-32.85,-33.43,-34.59,-36.17,-31.44,-22.13,-18.17,-28.13
T2M,2008,-18.72,-23.82,-29.07,-31.92,-34.86,-38.62,-33.51,-39.2,-37.23,-33.9,-23.54,-16.49,-30.08
T2M,2009,-17.12,-20.98,-29.06,-35.38,-33.09,-31.35,-32.54,-36.68,-35.42,-32.74,-22.74,-18.28,-28.82
T2M,2010,-16.01,-22.56,-30.57,-35.81,-36.37,-38.06,-41.86,-40.92,-33.56,-32.87,-25.88,-18.17,-31.1
T2M,2011,-16.17,-24.18,-29.41,-32.74,-35.4,-35.7,-34.06,-35.78,-36.92,-34.39,-23.3,-18.93,-29.77
T2M,2012,-18.6,-23.77,-31.82,-35.39,-37.8,-37.94,-40.8,-38.49,-38.7,-30.88,-22.47,-16.79,-31.13
T2M,2013,-16.89,-23.98,-31.27,-33.48,-38.7,-33.53,-38.2,-36.7,-31.77,-29.88,-21.79,-16.99,-29.47
T2M,2014,-17.15,-23.46,-32.01,-37.41,-32.82,-37.79,-38.52,-38.5,-34.96,-32.92,-22.72,-18.46,-30.59
T2M,2015,-17.24,-23.45,-29.97,-36.02,-38.55,-37.32,-40.37,-40.34,-37.27,-33.15,-23.82,-18.01,-31.34
T2M,2016,-18.25,-23.91,-31.45,-36.54,-36.46,-39.55,-39.75,-34.32,-37.92,-31.49,-22.13,-16.89,-30.72
T2M,2017,-16.91,-22.15,-30.01,-37.33,-33.02,-38.94,-34.5,-39.67,-38.2,-34.15,-22.26,-18.18,-30.47
T2M,2018,-16.74,-22.5,-31.02,-30.67,-35.31,-33.79,-34.61,-32.83,-37.96,-33.77,-26.12,-17.74,-29.45
T2M,2019,-17.3,-20.62,-29.5,-32.69,-37.13,-35.08,-36.32,-36.84,-37.67,-28.18,-23.12,-17.04,-29.33
T2M,2020,-16.22,-22.45,-31.22,-32.36,-32.43,-33.66,-34.54,-35.37,-33.66,-30.84,-21.74,-19.42,-28.67
T2M,2021,-18.75,-24.28,-28.29,-32.92,-36.72,-38.95,-37.35,-34.38,-34.06,-30.49,-24.74,-16.64,-29.81
WD10M,1981,192.25,206.88,213.56,229.69,216.94,216.0,214.75,207.81,212.75,218.44,198.88,197.19,212.19
WD10M,1982,197.25,208.25,230.62,223.38,216.19,225.0,214.19,221.38,220.81,216.12,199.81,191.31,215.88
WD10M,1983,183.19,208.44,226.25,213.94,217.19,218.81,218.5,212.44,214.38,211.0,211.88,181.75,212.19
WD10M,1984,181.12,210.25,222.0,220.25,220.5,215.0,215.19,215.25,214.31,219.94,199.25,180.44,211.75
WD10M,1985,192.0,213.88,215.25,219.62,217.19,209.38,222.44,217.44,218.25,210.12,212.0,187.94,213.0
WD10M,1986,194.19,193.44,214.0,222.06,213.62,217.38,214.31,219.12,217.31,207.12,207.0,189.06,211.19
WD10M,1987,189.06,215.5,219.62,225.88,222.0,217.31,211.56,218.75,217.69,215.12,198.94,188.75,213.94
WD10M,1988,190.88,211.5,213.19,219.12,218.62,214.25,213.12,212.19,213.12,207.88,195.44,201.62,210.62
WD10M,1989,202.0,211.56,220.31,221.31,221.94,216.31,217.31,204.94,211.5,206.56,211.06,170.62,211.62
WD10M,1990,196.56,211.81,219.25,206.75,216.56,213.25,221.75,215.69,215.75,219.25,203.19,179.81,212.12
WD10M,1991,192.25,205.12,215.62,209.81,219.44,212.56,206.88,212.56,217.62,216.38,201.06,197.81,210.25
WD10M,1992,200.19,201.0,220.69,222.5,220.31,217.62,217.31,218.44,220.44,209.0,188.12,199.44,213.62
WD10M,1993,190.12,208.88,217.0,221.5,215.62,221.5,218.31,219.62,220.25,215.19,208.44,196.69,214.38
WD10M,1994,184.12,210.06,220.25,221.25,221.81,204.38,214.31,219.31,209.56,213.19,203.31,188.06,211.62
WD10M,1995,205.81,209.88,213.0,215.25,217.38,215.19,189.56,218.62,212.81,214.56,202.12,193.19,210.06
WD10M,1996,189.0,206.5,215.62,217.0,221.25,213.62,215.0,204.62,214.81,209.69,199.75,184.0,209.31
WD10M,1997,195.69,206.25,210.31,219.88,219.19,216.5,213.5,213.75,216.56,212.44,198.62,176.19,210.56
WD10M,1998,195.69,206.12,221.44,221.94,216.62,211.81,211.12,205.94,218.69,212.25,186.5,195.75,210.56
WD10M,1999,196.31,206.56,215.94,223.5,220.5,208.75,216.19,214.12,211.81,209.25,201.0,193.88,211.31
WD10M,2000,187.56,208.44,214.62,210.94,217.44,211.69,213.06,208.0,213.94,216.94,196.12,189.5,209.19
WD10M,2001,188.5,201.44,217.38,218.0,217.12,214.06,212.56,212.81,216.81,211.81,190.56,163.69,209.06
WD10M,2002,190.31,211.75,216.94,216.38,206.81,211.5,213.25,217.69,213.75,210.88,205.88,191.25,210.38
WD10M,2003,183.69,195.12,212.94,220.19,219.5,207.62,220.06,214.25,210.31,211.5,206.75,185.31,209.69
WD10M,2004,179.19,202.06,218.62,217.31,218.25,217.25,220.06,213.62,218.75,215.25,185.25,177.94,210.56
WD10M,2005,183.75,210.62,214.12,219.94,219.06,217.12,218.38,220.56,210.56,214.12,196.5,180.06,211.69
WD10M,2006,191.06,211.44,217.0,218.94,220.88,206.75,212.88,217.62,212.44,213.44,197.38,197.06,211.38
WD10M,2007,183.56,211.0,218.94,210.25,206.44,214.44,208.19,213.31,213.75,211.38,199.94,180.62,207.62
WD10M,2008,203.56,207.69,214.5,215.44,219.31,218.31,208.75,222.88,220.88,209.75,198.81,182.94,212.12
WD10M,2009,197.81,208.19,216.88,219.19,209.75,212.94,210.19,217.19,215.06,214.81,201.5,197.31,211.25
WD10M,2010,194.94,212.94,216.19,220.19,211.56,214.81,217.0,217.94,211.94,212.25,211.5,188.31,212.12
WD10M,2011,196.19,214.44,212.5,219.5,217.0,216.5,211.75,214.12,214.25,218.0,196.06,202.88,212.38
WD10M,2012,194.94,210.69,216.44,220.81,222.88,211.94,222.31,216.88,214.69,208.62,198.5,197.88,213.06
WD10M,2013,186.06,213.25,225.69,220.0,223.0,206.75,213.5,215.88,205.12,208.0,201.12,191.38,211.0
WD10M,2014,198.69,209.38,223.06,222.0,209.25,216.0,219.5,213.5,208.44,212.75,202.69,186.44,211.69
WD10M,2015,194.06,210.25,221.44,219.69,223.38,215.5,226.0,220.5,216.0,210.94,202.19,193.62,214.62
WD10M,2016,199.88,210.5,218.88,221.38,217.94,225.38,217.31,209.62,216.75,213.44,201.81,184.69,213.06
WD10M,2017,201.94,207.88,217.06,220.12,209.88,219.38,207.75,219.12,216.88,212.88,204.38,191.56,211.94
WD10M,2018,195.88,212.88,219.81,217.0,211.56,213.75,207.06,198.81,217.25,213.75,209.5,196.25,210.5
WD10M,2019,199.19,200.19,220.44,220.69,225.31,221.12,216.88,211.69,212.44,207.06,200.75,205.31,212.75
WD10M,2020,196.19,207.44,222.25,218.0,209.25,206.88,213.0,208.56,207.81,211.94,192.25,198.56,208.69
WD10M,2021,197.94,211.12,216.44,218.25,216.06,219.94,213.25,207.88,213.69,207.44,203.5,185.0,210.44
WD50M,1981,191.75,205.88,212.31,228.62,215.38,214.69,213.19,206.06,211.12,217.5,198.0,196.81,210.81
WD50M,1982,196.38,207.56,229.69,222.06,214.56,223.75,212.25,219.94,219.5,215.12,199.0,190.5,214.5
WD50M,1983,182.69,207.62,225.44,212.19,215.75,217.25,217.25,211.31,212.88,209.69,211.31,181.19,210.81
WD50M,1984,180.62,209.12,221.12,218.94,219.25,213.81,213.56,213.81,212.81,218.88,198.44,180.19,210.44
WD50M,1985,191.56,212.88,213.75,218.06,216.06,207.56,221.0,215.94,217.0,208.88,211.06,187.44,211.56
WD50M,1986,193.44,192.31,212.56,220.75,212.0,216.12,212.31,217.75,216.19,205.62,205.94,188.56,209.62
WD50M,1987,188.88,214.56,218.5,225.0,220.69,215.88,209.75,217.31,216.38,213.94,198.06,188.44,212.56
WD50M,1988,189.94,210.5,211.75,217.69,217.0,212.69,211.44,210.25,211.88,206.5,194.88,200.94,209.12
WD50M,1989,201.19,210.69,219.06,219.94,220.56,215.12,215.81,203.12,210.06,204.81,210.25,170.12,210.19
WD50M,1990,195.94,211.0,218.19,205.19,215.12,211.31,220.25,214.19,214.44,218.19,202.38,179.69,210.75
WD50M,1991,192.06,203.56,214.5,208.0,218.06,211.0,204.94,211.06,216.31,215.44,199.94,196.56,208.75
WD50M,1992,199.5,200.12,219.5,221.44,218.94,216.25,215.75,217.0,219.12,207.62,187.5,198.88,212.25
WD50M,1993,189.56,207.69,215.62,220.19,213.75,220.38,216.81,217.88,218.88,213.81,207.44,196.19,212.94
WD50M,1994,184.88,209.0,218.94,220.0,220.38,202.38,212.94,217.81,207.62,211.94,202.5,188.31,210.19
WD50M,1995,205.44,208.88,211.44,213.62,215.94,213.62,187.19,217.19,211.31,213.12,200.81,192.62,208.56
WD50M,1996,188.94,205.44,214.38,215.56,220.0,211.94,213.25,202.62,213.12,208.5,198.62,183.5,207.81
WD50M,1997,195.06,205.19,208.94,218.31,217.44,214.94,211.62,212.25,215.06,211.31,197.44,176.88,209.0
WD50M,1998,195.25,205.19,220.19,220.62,215.06,210.19,209.19,203.81,217.31,211.12,185.25,195.19,209.06
WD50M,1999,195.69,205.75,214.88,222.25,219.06,207.0,214.88,212.0,210.12,207.88,199.94,193.69,209.81
WD50M,2000,187.31,207.88,213.5,209.25,216.12,210.12,211.38,206.06,212.06,215.75,194.81,189.56,207.69
WD50M,2001,188.69,201.5,216.0,216.31,215.56,212.31,210.81,210.88,215.5,210.38,189.56,163.56,207.56
WD50M,2002,189.69,210.44,215.62,214.56,205.0,209.81,211.44,216.0,212.25,209.75,205.0,191.06,208.81
WD50M,2003,183.12,194.31,211.56,218.81,218.25,205.94,219.0,212.88,208.94,210.31,205.56,184.81,208.25
