-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  70.0   Longitude 70.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 34.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS50M_MAX             MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN             MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE           MERRA-2 Wind Speed at 50 Meters Range (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,2020,-19.48,-13.94,-14.23,-5.92,1.35,7.3,12.56,11.95,6.47,-5.26,-10.7,-23.6,-4.45
TS,2021,-30.15,-30.05,-22.87,-6.68,-0.45,7.1,10.09,11.16,3.79,-4.45,-18.02,-25.33,-8.7
T2M,1981,-15.93,-20.84,-23.91,-11.72,-7.1,4.67,8.45,12.12,3.45,-5.85,-10.56,-16.43,-6.89
T2M,1982,-27.02,-23.91,-19.39,-8.2,-3.49,5.24,11.69,6.7,1.76,-12.0,-16.22,-16.44,-8.35
T2M,1983,-19.42,-21.47,-16.36,-13.74,-6.06,3.26,10.81,9.15,3.79,-4.45,-14.78,-19.37,-7.29
T2M,1984,-15.42,-14.02,-14.92,-18.38,-4.59,3.99,13.15,8.75,3.15,-9.05,-22.83,-18.4,-7.33
T2M,1985,-27.85,-26.43,-15.99,-13.84,-5.46,5.94,9.5,8.13,4.61,-5.35,-15.62,-22.7,-8.65
T2M,1986,-21.79,-25.76,-14.51,-12.72,-4.44,3.72,12.96,5.89,0.78,-5.05,-8.88,-29.63,-8.19
T2M,1987,-27.81,-24.59,-17.21,-14.31,-3.4,0.87,11.51,6.78,2.73,-2.81,-17.02,-20.94,-8.74
T2M,1988,-18.4,-23.62,-12.85,-17.49,-2.46,4.94,10.22,9.69,3.27,-6.56,-16.56,-17.95,-7.24
T2M,1989,-28.18,-19.88,-12.55,-13.83,-1.36,5.45,12.19,8.98,2.88,-5.89,-15.23,-21.96,-7.37
T2M,1990,-27.67,-21.89,-15.93,-5.93,-3.1,7.4,15.53,7.23,2.37,-8.21,-22.96,-21.31,-7.79
T2M,1991,-21.98,-23.44,-17.85,-8.74,-2.58,6.85,10.12,8.05,5.66,-6.36,-15.2,-22.06,-7.2
T2M,1992,-23.03,-18.62,-14.62,-15.6,-2.26,1.87,8.62,7.62,1.83,-12.26,-19.42,-18.06,-8.62
T2M,1993,-17.85,-17.23,-13.85,-11.01,-4.49,9.58,11.57,8.45,2.82,-7.88,-10.18,-21.13,-5.88
T2M,1994,-23.75,-30.37,-11.77,-8.17,-6.5,5.71,11.45,8.15,1.47,-4.57,-17.7,-20.36,-7.89
T2M,1995,-15.31,-14.07,-12.85,-3.31,-2.92,3.92,11.07,10.71,2.82,-5.3,-18.22,-21.16,-5.33
T2M,1996,-18.31,-15.61,-10.75,-10.35,-4.32,5.23,11.42,5.12,-0.1,-4.38,-9.18,-19.69,-5.88
T2M,1997,-26.7,-25.58,-13.3,-6.46,-2.07,2.88,6.75,6.22,4.92,-4.51,-16.98,-25.56,-8.27
T2M,1998,-21.17,-29.31,-15.4,-12.52,-4.63,3.38,11.83,8.23,-0.82,-11.44,-22.72,-20.01,-9.4
T2M,1999,-25.81,-18.23,-18.95,-12.23,-4.39,2.55,8.79,5.91,2.12,-6.19,-16.4,-16.27,-8.2
T2M,2000,-25.52,-19.42,-13.27,-9.24,-2.88,5.4,9.46,10.64,1.02,-7.59,-18.71,-24.26,-7.83
T2M,2001,-26.63,-23.76,-19.98,-11.45,-2.15,6.26,8.4,11.01,3.8,-7.7,-12.32,-14.82,-7.35
T2M,2002,-25.56,-21.13,-15.31,-9.42,-4.19,4.59,8.91,7.87,0.2,-6.56,-14.79,-23.39,-8.17
T2M,2003,-24.02,-21.85,-18.65,-9.5,-2.94,5.73,8.28,12.58,2.55,-5.62,-17.54,-17.61,-7.29
T2M,2004,-21.3,-21.7,-17.95,-14.17,-4.2,6.4,12.16,6.51,1.67,-6.89,-11.38,-21.35,-7.64
T2M,2005,-17.6,-17.83,-20.08,-13.13,-1.99,6.64,10.92,8.01,4.72,-3.56,-10.17,-18.63,-5.99
T2M,2006,-27.11,-19.07,-17.61,-15.74,-2.67,6.48,11.82,6.98,1.39,-10.58,-19.99,-18.06,-8.61
T2M,2007,-16.89,-30.46,-13.82,-6.27,-5.86,3.44,13.21,6.94,3.4,-0.6,-14.1,-18.54,-6.47
T2M,2008,-14.46,-19.69,-19.06,-10.67,-4.39,3.51,11.21,9.01,4.15,-5.71,-15.8,-12.38,-6.13
T2M,2009,-22.43,-27.49,-18.44,-11.39,-5.07,2.57,10.16,8.8,4.81,-4.46,-18.82,-29.03,-9.12
T2M,2010,-22.95,-32.7,-16.33,-9.72,-3.07,3.62,7.69,6.25,0.73,-3.66,-19.57,-24.35,-9.35
T2M,2011,-22.94,-23.91,-11.27,-6.83,-1.92,8.0,7.36,6.42,5.19,-3.35,-12.78,-11.39,-5.51
T2M,2012,-18.44,-15.32,-16.53,-8.61,-3.1,9.95,11.33,7.4,4.51,-4.72,-15.56,-17.39,-5.52
T2M,2013,-25.45,-19.42,-25.37,-7.85,-3.05,5.83,13.78,8.6,2.09,-7.33,-13.61,-23.31,-7.88
T2M,2014,-29.63,-27.37,-11.63,-9.05,-3.45,6.18,7.71,6.22,1.23,-8.99,-16.82,-19.31,-8.63
T2M,2015,-28.98,-24.06,-12.84,-6.67,-0.2,8.83,11.05,7.48,2.93,-6.67,-16.13,-18.2,-6.86
T2M,2016,-21.43,-14.45,-14.22,-6.11,-3.32,8.68,16.14,10.42,8.06,-1.58,-19.42,-29.54,-5.56
T2M,2017,-21.97,-24.07,-8.23,-12.03,-5.7,4.03,12.94,6.79,1.99,-3.77,-15.77,-13.45,-6.47
T2M,2018,-18.15,-20.38,-23.02,-11.1,-4.94,4.65,9.94,8.27,4.34,-4.27,-15.35,-16.49,-7.13
T2M,2019,-23.52,-23.98,-12.19,-9.65,-2.48,3.01,11.75,9.48,3.32,-5.67,-18.36,-16.67,-6.96
T2M,2020,-18.55,-13.27,-13.61,-5.83,0.87,6.15,11.73,11.58,6.43,-4.65,-9.87,-22.02,-4.24
T2M,2021,-28.27,-29.18,-22.3,-6.77,-1.12,6.05,9.18,10.83,3.75,-3.94,-16.58,-23.93,-8.41
WD10M,1981,217.5,188.5,66.38,279.31,321.12,305.88,344.5,144.75,58.81,153.81,213.06,262.12,229.38
WD10M,1982,213.75,181.12,154.69,264.0,64.56,108.5,340.06,263.25,247.88,347.44,126.12,178.88,184.69
WD10M,1983,175.0,157.38,103.81,9.62,338.62,50.75,317.25,221.0,87.38,144.0,203.75,193.0,168.44
WD10M,1984,207.62,266.25,216.5,57.0,50.31,54.25,51.5,45.25,195.94,99.12,323.12,274.25,288.81
WD10M,1985,129.25,199.69,259.94,82.88,19.56,312.12,27.75,314.25,202.0,189.44,194.88,131.0,284.19
WD10M,1986,223.19,277.0,242.12,282.0,355.25,318.56,56.12,37.5,236.38,178.81,229.31,277.81,294.5
WD10M,1987,156.0,196.12,268.94,64.5,288.69,337.12,273.0,37.69,45.75,269.69,204.88,170.12,252.0
WD10M,1988,246.56,216.44,245.62,26.94,66.44,338.94,342.0,25.25,249.56,252.31,202.69,217.25,250.62
WD10M,1989,196.94,229.25,224.19,352.38,268.69,296.31,264.25,308.25,196.62,332.81,247.56,168.75,256.88
WD10M,1990,133.0,192.81,195.19,251.81,279.62,6.88,76.62,302.5,53.75,68.38,209.81,229.19,218.25
WD10M,1991,120.75,283.62,168.56,274.94,258.88,316.81,78.75,334.44,152.06,275.56,237.25,190.94,216.38
WD10M,1992,193.69,202.62,203.94,30.06,257.69,330.5,240.75,46.88,333.44,278.56,242.94,240.94,248.38
WD10M,1993,197.31,241.56,255.44,245.19,353.94,101.5,1.38,54.0,102.38,245.12,285.38,224.5,254.12
WD10M,1994,142.19,110.0,169.19,137.38,338.31,107.88,31.75,271.38,2.12,231.56,212.56,171.81,170.25
WD10M,1995,240.44,170.88,225.5,232.81,14.69,339.88,219.31,189.69,297.06,296.88,259.44,251.12,247.31
WD10M,1996,242.44,227.81,268.69,170.75,255.12,90.12,209.0,325.25,30.56,230.06,217.25,110.5,246.94
WD10M,1997,184.62,153.94,131.94,215.0,56.88,311.75,331.94,356.56,224.44,195.0,310.38,277.25,270.44
WD10M,1998,193.19,31.06,266.94,57.19,288.31,349.81,81.75,13.12,332.94,38.19,76.62,258.5,23.12
WD10M,1999,102.0,187.56,87.56,24.0,22.75,308.5,257.81,320.69,287.56,292.06,185.5,196.25,272.38
WD10M,2000,156.94,174.75,170.62,286.38,354.62,324.75,346.38,42.06,334.0,86.38,139.12,128.62,142.88
WD10M,2001,156.12,317.0,106.5,270.56,348.38,28.69,334.75,66.0,266.38,230.31,240.19,226.75,285.62
WD10M,2002,86.31,128.56,48.38,293.56,22.38,352.94,287.62,2.31,299.38,109.81,330.12,146.44,356.44
WD10M,2003,221.38,242.56,253.06,307.44,274.69,305.69,330.62,188.56,242.44,131.12,187.19,198.06,250.5
WD10M,2004,247.5,163.94,3.25,14.5,61.25,46.5,31.31,348.62,96.38,316.56,224.38,180.06,16.38
WD10M,2005,195.19,244.94,0.81,345.5,97.69,23.81,354.06,309.06,236.44,287.06,205.31,170.62,261.81
WD10M,2006,41.75,232.25,81.06,63.56,299.88,261.75,338.25,321.81,344.69,6.12,186.25,176.5,331.12
WD10M,2007,184.38,10.44,208.12,235.19,6.94,41.62,55.69,314.19,248.19,271.56,91.06,215.5,309.94
WD10M,2008,226.62,253.0,180.62,327.0,347.69,9.94,60.12,354.25,308.44,179.12,163.5,251.19,288.06
WD10M,2009,218.5,120.69,143.19,294.88,22.31,268.56,6.75,276.56,231.0,221.44,151.31,72.88,241.69
WD10M,2010,217.88,103.12,149.94,168.94,11.0,284.06,315.06,255.19,5.75,194.56,62.12,212.12,230.38
WD10M,2011,197.94,305.44,236.25,177.94,5.31,320.75,320.62,352.5,175.12,226.25,179.44,207.62,239.94
WD10M,2012,212.94,246.69,170.62,153.38,315.56,174.94,275.75,296.5,89.69,149.56,169.81,247.12,223.62
WD10M,2013,150.19,272.69,97.38,132.38,350.38,333.19,16.56,23.94,340.19,287.94,198.12,118.31,5.25
WD10M,2014,21.88,184.38,213.06,294.25,305.19,5.0,343.38,282.62,288.94,44.94,280.06,213.44,305.19
WD10M,2015,5.69,195.88,263.75,137.94,149.12,261.81,40.81,13.31,288.69,159.38,172.31,192.19,221.06
WD10M,2016,191.56,180.06,275.25,277.25,341.25,185.25,4.44,262.69,155.25,234.94,153.5,106.19,210.0
WD10M,2017,204.56,178.88,242.38,27.0,53.88,118.0,17.88,317.62,347.62,249.06,119.88,209.06,228.0
WD10M,2018,205.19,262.06,37.19,312.75,348.69,44.06,306.69,266.31,214.06,197.12,309.75,210.94,272.56
WD10M,2019,234.38,209.19,211.88,293.62,3.75,272.25,68.31,357.12,246.88,214.0,152.81,193.12,231.88
WD10M,2020,226.44,201.56,237.44,177.06,118.81,304.94,346.75,266.62,212.81,313.12,231.25,261.88,224.25
WD10M,2021,132.38,55.25,118.94,191.81,210.0,293.31,280.88,272.81,89.81,280.69,164.06,137.12,216.62
WD50M,1981,220.44,187.25,64.5,278.06,321.5,299.81,346.19,147.44,59.56,156.06,216.75,268.31,229.38
WD50M,1982,224.5,186.06,153.94,263.75,63.38,114.69,347.0,259.44,248.38,346.62,126.0,187.75,191.69
WD50M,1983,175.5,159.38,103.88,7.56,337.81,54.62,315.75,218.69,88.0,149.56,209.75,194.12,172.94
WD50M,1984,210.31,266.0,225.06,55.69,49.88,57.0,57.31,49.0,203.12,97.81,331.44,276.12,288.81
WD50M,1985,122.5,189.12,262.75,86.69,20.38,311.69,29.31,315.0,204.25,191.94,200.19,131.25,241.12
WD50M,1986,228.31,281.88,244.12,281.56,356.38,319.12,58.25,38.94,242.0,189.75,231.44,310.44,291.94
WD50M,1987,153.44,200.19,270.06,61.06,291.25,335.62,245.12,40.56,55.75,271.06,203.88,173.75,250.81
WD50M,1988,250.88,220.88,246.38,16.56,69.56,339.31,342.0,30.06,249.62,253.88,205.44,221.62,252.62
WD50M,1989,202.81,234.94,227.44,351.38,268.69,295.94,261.62,306.19,199.62,326.5,255.12,172.38,258.31
WD50M,1990,133.12,197.94,198.62,251.69,278.38,10.38,79.5,303.12,55.19,60.69,224.38,220.62,219.0
WD50M,1991,119.31,286.69,169.56,275.62,255.75,313.56,94.75,330.88,155.5,282.19,242.94,194.12,218.81
WD50M,1992,196.88,206.25,204.88,30.56,259.56,328.88,239.44,49.0,324.0,286.38,248.31,245.81,249.69
WD50M,1993,197.19,242.69,256.56,247.56,353.94,108.62,6.0,55.81,108.88,248.94,289.25,228.56,255.75
WD50M,1994,144.75,106.81,176.81,150.25,337.88,119.31,33.31,269.44,328.56,233.44,215.75,172.19,175.81
WD50M,1995,242.38,171.75,228.25,235.06,6.81,339.88,219.06,189.5,297.81,294.06,269.5,255.94,249.88
WD50M,1996,248.44,230.38,270.06,185.81,250.94,93.75,205.12,325.94,30.75,233.0,218.62,101.75,248.88
WD50M,1997,188.06,160.69,132.56,215.94,57.88,312.0,333.12,357.25,225.12,201.31,315.38,292.88,273.69
WD50M,1998,196.44,33.5,262.94,56.25,287.44,352.0,84.31,16.12,334.31,35.31,80.62,262.69,24.31
WD50M,1999,101.31,187.31,91.0,24.38,22.94,309.5,254.75,322.94,285.62,277.0,176.44,201.12,263.44
WD50M,2000,156.69,175.12,173.38,289.56,352.5,322.25,347.19,44.94,332.31,71.56,122.12,127.06,140.81
WD50M,2001,150.75,337.44,106.69,275.25,346.56,30.38,336.31,68.62,267.44,242.62,242.31,227.38,288.25
WD50M,2002,84.25,128.88,52.5,295.81,22.62,354.12,286.62,8.12,299.75,118.0,326.38,143.12,357.06
WD50M,2003,224.25,251.94,256.81,306.75,275.75,234.31,332.06,189.81,244.75,136.5,239.81,202.5,252.12
WD50M,2004,254.0,159.94,2.56,16.62,61.69,54.06,32.25,349.94,97.12,317.94,225.5,178.56,15.88
WD50M,2005,197.12,247.56,333.62,344.81,107.19,25.06,354.0,307.5,238.12,288.25,209.0,174.75,258.62
WD50M,2006,35.69,233.25,82.38,64.56,300.19,258.0,15.5,321.44,334.94,358.5,181.0,179.56,334.19
WD50M,2007,187.06,16.69,211.12,240.69,6.44,44.75,59.75,313.62,247.88,273.12,118.56,223.81,301.94
WD50M,2008,230.56,256.88,198.69,329.0,347.62,10.44,62.56,359.31,308.81,181.62,166.5,253.69,287.75
WD50M,2009,225.81,104.94,144.38,294.06,23.19,267.5,12.31,272.25,231.19,225.0,145.62,70.44,240.38
