-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  30.0   Longitude 60.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1285.38 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS50M_MAX             MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN             MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE           MERRA-2 Wind Speed at 50 Meters Range (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,2019,10.66,10.33,14.8,22.98,29.19,33.69,36.38,32.33,30.76,23.39,13.09,10.48,22.4
TS,2020,7.06,12.24,14.8,23.46,29.69,35.91,35.45,34.01,25.9,19.33,14.36,8.48,21.74
TS,2021,7.3,14.3,20.27,25.93,29.39,35.01,36.15,32.16,29.6,21.9,15.43,11.55,23.29
T2M,1981,8.9,11.27,16.32,22.14,25.73,29.37,30.45,27.58,23.97,17.58,14.72,10.89,19.95
T2M,1982,7.96,7.3,12.76,20.52,25.69,29.62,30.05,27.94,23.71,20.94,12.32,6.98,18.88
T2M,1983,7.05,8.32,11.55,18.44,27.84,31.33,31.93,30.47,26.33,18.73,15.33,7.97,19.66
T2M,1984,6.65,6.54,16.2,22.09,25.63,28.3,29.76,30.17,23.3,17.35,15.49,7.09,19.08
T2M,1985,9.33,11.69,14.73,20.02,25.69,29.98,30.68,26.2,24.04,19.15,14.73,8.98,19.64
T2M,1986,7.84,8.61,11.98,20.78,26.74,30.55,29.29,27.18,23.61,21.81,14.15,7.69,19.24
T2M,1987,9.41,11.8,15.2,21.23,26.39,28.49,30.09,29.61,26.27,18.49,15.05,11.11,20.3
T2M,1988,7.99,10.12,15.4,22.19,27.73,31.53,31.73,28.93,25.53,20.1,15.43,11.34,20.69
T2M,1989,6.23,7.38,14.3,20.38,25.27,30.55,30.9,28.44,25.69,21.41,15.58,10.48,19.78
T2M,1990,7.85,10.07,14.63,21.48,27.92,30.95,31.05,31.04,26.06,20.87,15.75,9.95,20.69
T2M,1991,8.51,8.26,13.65,20.48,26.15,30.22,31.65,29.13,25.19,19.91,15.01,10.38,19.94
T2M,1992,6.27,9.22,11.91,19.25,23.85,31.41,30.63,27.69,23.44,19.76,16.08,10.7,19.2
T2M,1993,6.99,11.17,13.3,21.46,26.96,30.29,30.04,27.98,25.14,18.56,15.27,11.52,19.93
T2M,1994,8.64,9.57,15.51,20.25,26.78,30.89,31.1,30.17,21.95,19.84,17.11,8.98,20.12
T2M,1995,9.4,10.0,13.05,20.28,25.07,30.12,32.08,29.38,25.42,20.55,15.15,8.62,19.98
T2M,1996,5.76,10.91,13.99,20.31,25.51,29.94,28.96,27.62,26.98,19.88,12.52,10.38,19.41
T2M,1997,8.44,10.17,13.44,19.02,24.56,30.37,31.66,29.02,26.4,21.75,12.56,9.23,19.77
T2M,1998,8.07,9.49,15.5,22.09,26.45,28.35,31.01,29.64,26.62,21.37,16.73,14.49,20.88
T2M,1999,8.11,12.66,15.22,22.49,26.25,31.41,30.81,29.21,26.36,22.1,15.99,10.76,20.98
T2M,2000,8.46,10.27,14.7,24.7,30.3,29.09,28.57,28.44,27.09,21.46,13.07,10.57,20.58
T2M,2001,7.81,10.43,16.5,24.16,29.55,30.53,31.05,28.66,26.33,21.69,15.49,13.61,21.37
T2M,2002,8.84,11.12,16.69,22.2,28.2,30.6,29.69,30.06,25.6,22.45,13.98,9.32,20.78
T2M,2003,9.7,12.42,15.71,22.58,25.21,30.53,32.12,29.01,25.19,22.32,12.99,9.83,20.68
T2M,2004,9.96,13.1,18.63,21.56,27.48,29.96,29.72,28.27,24.63,19.72,16.37,9.77,20.78
T2M,2005,6.79,8.05,15.32,20.8,25.1,29.86,31.06,28.78,27.01,21.91,14.02,10.83,20.02
T2M,2006,7.19,13.99,15.98,22.04,29.42,28.81,30.92,28.44,24.91,23.66,15.15,7.05,20.66
T2M,2007,6.83,10.93,14.37,23.34,26.15,30.62,30.16,27.56,23.26,17.81,17.16,9.21,19.82
T2M,2008,3.79,8.57,18.53,22.4,28.83,32.45,32.04,28.47,26.27,22.46,13.55,9.56,20.61
T2M,2009,7.36,12.8,17.19,18.51,27.94,27.8,31.1,32.29,27.37,20.37,15.2,9.82,20.69
T2M,2010,10.27,12.04,19.3,23.56,28.17,30.29,30.98,28.46,24.32,22.7,13.97,10.15,21.24
T2M,2011,8.94,9.62,15.55,22.48,29.46,32.13,30.39,30.76,26.27,21.96,16.21,8.6,21.09
T2M,2012,8.59,7.83,14.86,21.48,28.08,28.73,31.3,28.68,24.9,20.69,15.16,9.45,20.02
T2M,2013,8.96,11.6,17.29,20.61,26.66,31.52,31.53,29.58,27.95,22.51,14.25,8.94,21.0
T2M,2014,7.19,6.76,14.28,22.07,26.26,30.65,30.8,29.05,27.31,21.72,13.54,9.8,20.02
T2M,2015,9.97,12.14,13.1,23.05,27.73,30.48,31.2,29.01,24.04,23.16,13.97,9.02,20.62
T2M,2016,10.05,12.0,16.05,21.34,29.12,30.17,32.15,27.4,28.61,21.51,13.75,13.84,21.36
T2M,2017,9.45,9.74,15.08,22.95,28.86,32.02,30.76,28.17,24.88,23.29,15.3,10.06,20.94
T2M,2018,9.53,12.69,19.01,22.6,25.91,31.9,31.52,29.12,25.62,20.47,14.96,11.68,21.3
T2M,2019,10.45,9.4,13.47,20.58,25.81,29.96,32.94,29.21,28.18,21.71,11.75,10.6,20.4
T2M,2020,6.76,11.94,13.48,21.12,26.26,32.08,31.71,30.59,23.4,17.72,13.95,8.41,19.8
T2M,2021,8.03,13.78,18.66,23.25,26.31,31.55,32.6,29.14,27.07,20.19,14.36,11.53,21.4
WD10M,1981,220.38,219.19,216.06,234.38,333.06,30.62,13.06,11.44,16.06,7.94,245.94,210.5,345.69
WD10M,1982,207.88,219.62,219.06,330.25,19.19,28.5,0.88,12.56,13.19,257.19,144.0,193.5,358.44
WD10M,1983,203.94,217.56,240.94,273.31,328.88,29.94,16.0,11.25,26.25,18.69,267.88,192.88,355.5
WD10M,1984,234.62,25.25,224.5,286.88,304.62,10.44,344.12,347.94,6.06,355.56,207.19,224.38,338.38
WD10M,1985,214.69,219.12,252.62,299.31,3.56,15.62,1.94,1.12,5.56,350.69,314.12,218.38,342.69
WD10M,1986,207.0,224.94,231.38,340.44,357.62,26.56,2.62,5.06,8.38,13.69,189.75,204.75,352.56
WD10M,1987,231.0,227.94,219.25,299.69,354.94,23.31,13.19,0.5,33.5,28.62,335.25,193.56,353.19
WD10M,1988,202.62,214.38,239.75,268.44,37.38,45.31,27.81,25.19,41.19,33.75,188.94,200.44,31.62
WD10M,1989,201.56,244.62,222.38,333.12,37.12,36.12,23.88,17.12,48.75,45.94,234.12,210.31,18.75
WD10M,1990,211.88,216.19,282.56,257.56,46.31,22.38,20.06,37.56,29.88,262.75,199.56,221.5,2.44
WD10M,1991,211.5,219.94,213.31,281.12,224.25,27.69,33.88,23.75,19.19,8.5,202.94,207.62,293.81
WD10M,1992,206.25,218.38,222.75,234.06,319.25,74.06,24.94,30.94,32.56,98.0,177.44,195.44,221.56
WD10M,1993,195.44,210.69,230.88,215.5,347.5,40.88,18.94,25.62,36.0,57.5,178.5,196.38,33.0
WD10M,1994,222.81,213.19,211.31,11.75,60.38,35.25,25.44,31.06,27.25,28.31,197.56,200.56,36.75
WD10M,1995,197.19,217.06,224.88,230.5,10.06,36.75,37.75,16.0,48.31,113.81,170.31,170.38,42.06
WD10M,1996,151.06,204.88,207.19,122.88,29.81,31.69,15.0,20.88,52.31,99.25,85.94,157.5,48.56
WD10M,1997,189.44,223.12,208.25,210.5,19.81,21.56,21.56,25.19,43.25,230.88,137.12,191.69,102.88
WD10M,1998,206.75,209.94,222.38,234.94,37.12,26.12,22.19,25.75,59.69,66.44,126.62,134.0,40.31
WD10M,1999,237.75,199.88,213.75,59.06,34.75,62.25,45.38,11.31,72.38,105.12,182.88,118.0,67.88
WD10M,2000,200.0,231.12,230.88,174.5,112.19,43.94,18.44,17.69,65.12,109.69,106.44,173.94,56.81
WD10M,2001,169.0,171.0,202.94,193.62,43.31,41.38,36.88,30.81,63.38,109.31,190.81,184.19,71.0
WD10M,2002,199.81,210.81,206.38,204.19,80.75,69.12,36.94,42.38,45.25,52.75,125.31,181.0,93.19
WD10M,2003,196.25,206.38,211.5,222.19,54.06,54.69,47.56,27.44,47.56,150.75,165.0,179.94,87.56
WD10M,2004,207.31,208.94,187.0,139.5,101.06,43.62,23.94,36.12,45.81,63.88,174.5,201.5,60.88
WD10M,2005,193.25,195.62,211.12,65.25,79.19,43.44,33.06,31.31,60.12,80.56,116.25,109.19,59.69
WD10M,2006,197.75,203.44,191.06,200.12,54.56,19.5,24.62,13.31,51.19,96.38,191.44,169.75,48.25
WD10M,2007,171.31,216.75,208.0,205.06,22.94,52.88,29.81,23.5,34.56,58.81,180.19,178.75,51.31
WD10M,2008,152.62,184.0,173.19,208.38,134.12,57.5,34.5,12.5,49.19,106.44,117.62,162.75,71.69
WD10M,2009,173.44,209.69,209.25,218.0,51.69,38.75,32.12,61.5,123.38,44.44,173.94,179.56,85.5
WD10M,2010,190.62,214.19,208.94,232.44,253.06,48.62,38.88,14.25,31.12,70.5,58.38,71.0,44.69
WD10M,2011,185.69,208.5,198.62,176.56,44.19,50.94,25.0,41.38,39.38,167.62,199.25,90.44,88.44
WD10M,2012,211.88,213.38,225.38,193.88,343.94,26.69,33.0,11.06,40.88,31.31,137.56,183.69,22.38
WD10M,2013,198.56,233.69,215.5,176.62,131.31,72.25,35.31,41.19,71.81,110.81,131.81,133.75,104.0
WD10M,2014,178.38,136.25,206.25,214.25,336.94,33.0,27.81,29.31,55.5,130.81,186.44,124.12,52.75
WD10M,2015,198.19,207.12,195.44,327.5,56.56,44.62,12.88,19.81,33.25,157.38,189.44,163.75,46.88
WD10M,2016,193.62,166.81,205.5,203.12,152.12,30.5,37.94,11.88,58.06,97.5,106.19,183.75,79.81
WD10M,2017,201.44,201.94,206.88,31.56,330.06,45.25,1.56,12.69,9.44,182.69,178.44,131.88,12.19
WD10M,2018,200.25,204.69,226.06,210.19,348.5,52.94,353.0,20.81,34.06,359.81,145.5,186.62,19.5
WD10M,2019,209.19,218.56,205.94,232.38,355.19,45.44,24.0,22.31,58.75,17.0,98.69,178.94,54.38
WD10M,2020,210.5,199.69,215.5,228.62,359.75,53.5,32.62,48.06,30.06,49.81,130.06,139.62,50.31
WD10M,2021,119.31,203.12,219.56,2.44,5.62,35.31,25.75,22.25,48.56,69.19,91.5,184.0,39.25
WD50M,1981,214.0,213.06,209.5,225.19,345.62,34.12,15.31,14.81,20.88,20.88,217.88,204.31,2.12
WD50M,1982,202.06,213.44,216.44,349.0,23.0,31.31,6.94,15.88,18.31,135.44,130.62,183.56,17.31
WD50M,1983,197.62,208.25,236.38,272.38,336.81,32.56,19.69,16.69,31.12,29.25,247.12,176.56,11.75
WD50M,1984,225.38,47.56,218.44,288.62,315.25,13.5,349.81,353.06,12.31,7.5,190.0,175.44,349.88
WD50M,1985,208.44,214.69,243.0,306.81,9.0,19.44,6.38,5.31,12.12,13.12,325.88,212.56,354.44
WD50M,1986,196.0,216.44,214.75,8.69,5.38,30.12,7.12,8.94,14.88,32.56,174.19,199.56,8.38
WD50M,1987,219.19,220.88,215.62,306.56,3.44,25.5,16.19,5.69,38.94,41.12,22.69,188.19,8.06
WD50M,1988,196.25,206.25,234.81,268.12,46.62,48.75,29.94,28.38,44.69,40.94,173.94,196.06,50.69
WD50M,1989,190.25,239.25,218.69,16.38,42.31,37.75,26.12,21.25,55.69,58.38,214.06,206.5,34.69
WD50M,1990,208.38,209.31,266.75,253.5,50.5,26.75,23.62,40.38,35.38,231.81,171.25,216.56,27.88
WD50M,1991,206.31,213.62,207.0,269.19,218.19,35.19,36.81,28.75,26.88,22.88,184.75,205.94,67.25
WD50M,1992,204.0,215.62,215.69,229.62,323.62,79.69,28.38,32.81,38.44,100.88,169.38,191.06,178.19
WD50M,1993,189.75,203.69,222.62,208.31,352.12,47.62,21.62,28.19,41.88,63.69,169.06,183.81,52.0
WD50M,1994,214.44,206.5,205.62,32.56,66.44,38.56,28.06,35.62,30.5,47.56,193.94,193.5,57.81
WD50M,1995,184.19,210.56,215.56,223.88,18.88,46.06,39.12,20.0,59.88,114.56,158.62,164.44,63.06
WD50M,1996,146.69,199.38,203.62,118.94,38.31,35.0,17.75,25.12,56.94,108.81,90.0,151.56,60.75
WD50M,1997,182.75,213.94,205.5,204.81,26.06,27.0,25.62,30.56,50.0,216.12,134.94,185.62,102.5
WD50M,1998,202.62,204.25,218.5,223.38,44.62,28.56,26.0,28.62,63.69,75.0,122.31,131.38,56.94
WD50M,1999,228.69,193.88,203.94,92.31,37.38,65.5,46.62,17.94,76.56,106.44,177.5,119.06,77.31
WD50M,2000,194.75,216.62,221.94,137.12,112.31,47.38,21.0,22.44,69.0,109.44,107.62,167.5,68.31
WD50M,2001,152.94,162.62,193.31,183.62,50.19,44.75,38.25,33.62,68.44,113.06,182.94,176.75,79.81
WD50M,2002,193.81,204.81,199.81,197.81,87.56,72.69,39.19,46.5,49.0,60.19,123.06,174.81,95.81
WD50M,2003,190.81,202.25,204.81,187.75,58.19,55.38,49.56,30.19,52.12,142.56,156.81,170.44,92.94
WD50M,2004,203.12,196.75,174.75,127.38,103.88,45.56,26.56,38.69,49.12,71.38,164.31,196.38,70.31
WD50M,2005,185.06,190.56,200.81,78.25,85.88,45.94,34.25,34.0,63.25,85.62,115.88,111.0,66.69
WD50M,2006,189.88,194.88,182.25,167.19,58.19,23.62,27.38,17.75,58.25,98.31,181.38,161.25,64.12
WD50M,2007,162.31,208.44,202.06,192.38,28.56,53.88,32.62,27.5,37.56,63.06,172.06,169.5,61.12
WD50M,2008,149.69,156.62,160.94,171.62,119.06,60.56,38.0,17.62,56.69,107.19,120.75,156.19,79.69
WD50M,2009,167.88,201.69,203.44,209.31,57.06,40.38,34.69,63.19,124.88,56.12,158.69,170.44,92.94
WD50M,2010,182.88,211.38,199.25,220.12,230.31,52.06,40.31,19.56,37.12,75.94,70.06,80.56,57.94
WD50M,2011,175.69,205.0,185.44,171.44,60.25,53.56,28.19,42.94,43.81,156.06,193.38,94.44,94.31
WD50M,2012,204.06,206.94,221.12,188.81,358.25,29.5,35.0,16.88,45.12,49.75,128.88,169.0,41.06
WD50M,2013,192.81,225.75,210.56,169.94,124.5,74.94,37.25,43.75,78.94,112.5,129.62,131.25,107.06
WD50M,2014,171.94,130.69,201.25,199.31,353.38,36.12,31.25,32.38,60.25,131.25,163.94,121.31,65.5
WD50M,2015,192.88,202.56,185.38,83.38,62.81,46.5,16.12,23.44,37.94,148.94,178.5,156.81,62.69
WD50M,2016,186.94,155.06,201.0,193.75,138.62,34.06,39.75,16.75,62.81,101.12,110.69,175.44,89.0
WD50M,2017,195.31,197.38,197.88,42.94,342.56,49.31,6.25,17.38,15.62,156.12,160.81,126.06,34.31
WD50M,2018,191.69,198.06,220.88,197.06,358.62,55.12,358.88,23.12,39.19,29.19,137.75,178.44,41.75
WD50M,2019,204.12,213.88,201.12,225.31,8.62,46.81,27.19,26.38,61.5,75.62,100.62,172.19,70.62
WD50M,2020,203.69,194.69,209.38,219.38,9.62,55.94,34.38,48.62,34.56,53.5,127.75,131.5,60.5
WD50M,2021,117.81,190.94,209.31,24.12,13.75,38.38,29.12,26.06,53.31,75.31,97.69,175.31,49.81
