-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  -25.0   Longitude 15.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 336.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS50M_MAX             MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN             MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE           MERRA-2 Wind Speed at 50 Meters Range (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1997,97.17,97.24,97.3,97.53,97.73,97.8,98.11,97.88,97.57,97.39,97.35,97.27,97.53
PS,1998,97.16,97.3,97.27,97.4,97.69,97.92,97.85,97.79,97.57,97.52,97.33,97.23,97.5
PS,1999,97.05,97.11,97.05,97.47,97.59,97.74,97.93,97.87,97.59,97.47,97.3,97.27,97.46
PS,2000,97.1,97.09,97.13,97.4,97.64,97.82,97.84,97.83,97.58,97.42,97.29,97.22,97.45
PS,2001,97.15,97.1,97.21,97.45,97.7,97.88,97.98,98.0,97.67,97.47,97.41,97.28,97.53
PS,2002,97.28,97.26,97.25,97.29,97.65,97.96,97.93,97.9,97.66,97.44,97.43,97.39,97.54
PS,2003,97.27,97.22,97.2,97.43,97.62,97.87,97.94,97.87,97.71,97.4,97.29,97.26,97.51
PS,2004,97.17,97.23,97.25,97.47,97.72,98.01,97.93,97.86,97.58,97.45,97.29,97.25,97.52
PS,2005,97.19,97.17,97.33,97.46,97.65,97.81,97.99,97.86,97.65,97.49,97.35,97.16,97.51
PS,2006,97.13,97.11,97.32,97.41,97.75,97.9,97.9,97.86,97.6,97.45,97.31,97.31,97.51
PS,2007,97.24,97.23,97.27,97.44,97.64,97.89,97.95,97.81,97.66,97.49,97.33,97.27,97.52
PS,2008,97.15,97.25,97.24,97.42,97.58,97.85,97.94,97.72,97.68,97.48,97.31,97.15,97.48
PS,2009,97.26,97.14,97.25,97.46,97.6,97.85,98.05,97.79,97.69,97.48,97.39,97.34,97.53
PS,2010,97.29,97.27,97.39,97.45,97.64,97.98,97.89,97.86,97.57,97.47,97.28,97.16,97.52
PS,2011,97.05,97.14,97.19,97.38,97.67,97.86,97.91,97.79,97.65,97.44,97.37,97.32,97.48
PS,2012,97.22,97.14,97.31,97.47,97.7,97.93,97.97,97.9,97.77,97.44,97.35,97.26,97.54
PS,2013,97.25,97.2,97.3,97.51,97.69,97.85,97.95,97.85,97.71,97.54,97.33,97.32,97.54
PS,2014,97.24,97.14,97.35,97.53,97.63,97.89,98.07,97.87,97.71,97.52,97.47,97.36,97.57
PS,2015,97.31,97.32,97.34,97.51,97.65,97.97,97.95,97.8,97.64,97.49,97.4,97.4,97.57
PS,2016,97.3,97.31,97.4,97.47,97.8,97.97,98.0,97.83,97.71,97.41,97.32,97.24,97.56
PS,2017,97.21,97.21,97.31,97.48,97.68,97.81,97.95,97.81,97.56,97.52,97.39,97.27,97.52
PS,2018,97.23,97.18,97.29,97.48,97.65,97.94,98.01,97.92,97.63,97.42,97.32,97.33,97.54
PS,2019,97.31,97.25,97.36,97.42,97.55,97.94,97.89,97.92,97.57,97.39,97.31,97.29,97.52
PS,2020,97.27,97.29,97.31,97.51,97.75,97.91,97.91,97.82,97.64,97.43,97.39,97.25,97.54
PS,2021,97.13,97.19,97.26,97.46,97.66,97.75,98.07,97.83,97.6,97.47,97.35,97.34,97.51
TS,1981,23.2,22.56,24.14,23.99,19.99,15.96,15.66,15.5,18.76,21.71,21.57,22.7,20.47
TS,1982,23.04,22.83,23.35,19.51,18.53,15.92,16.55,17.33,21.45,20.44,20.95,23.07,20.23
TS,1983,25.33,23.75,23.19,22.69,18.62,15.8,16.11,17.22,17.98,20.58,20.19,22.37,20.3
TS,1984,23.66,23.97,25.57,23.42,19.1,18.98,17.44,18.51,19.51,19.34,24.25,23.33,21.4
TS,1985,24.03,23.81,23.35,21.23,19.86,17.18,16.18,18.25,17.89,22.48,24.5,23.14,20.98
TS,1986,25.4,24.33,24.63,23.41,20.44,16.62,15.4,16.39,19.71,20.4,22.5,23.55,21.05
TS,1987,23.05,24.68,23.19,22.34,21.81,17.8,16.03,18.3,18.63,21.52,22.01,23.02,21.01
TS,1988,25.2,25.58,24.33,20.98,21.79,16.89,15.65,18.3,19.73,21.03,23.73,23.71,21.4
TS,1989,23.89,24.25,25.17,23.7,19.9,16.3,15.91,17.02,20.19,20.37,21.58,23.08,20.93
TS,1990,25.23,25.39,24.26,20.54,21.48,16.4,15.5,18.94,19.85,21.36,22.64,23.54,21.24
TS,1991,24.72,24.85,24.57,24.25,20.83,15.61,16.15,16.95,18.9,20.26,23.88,26.16,21.4
TS,1992,26.83,24.12,23.7,22.18,20.51,17.19,16.95,16.64,19.72,20.4,23.33,23.98,21.29
TS,1993,26.4,24.27,27.22,21.23,18.62,18.16,18.22,17.69,23.36,23.45,23.63,24.84,22.25
TS,1994,24.79,25.13,23.16,23.12,21.08,15.81,16.21,17.55,19.68,23.68,23.81,25.55,21.62
TS,1995,24.32,26.5,26.19,22.4,21.12,17.57,16.49,17.15,20.17,19.17,23.97,22.72,21.44
TS,1996,24.64,25.21,23.81,22.05,18.58,16.94,15.05,14.74,17.08,20.11,20.12,22.96,20.09
TS,1997,24.1,24.76,23.87,21.38,18.69,15.38,16.59,18.77,21.98,24.12,22.21,25.74,21.45
TS,1998,25.32,24.82,23.05,24.23,20.8,18.65,16.3,18.35,19.97,19.94,22.45,23.27,21.4
TS,1999,25.73,26.21,27.33,24.83,19.29,18.05,17.58,17.55,19.22,22.12,23.01,25.54,22.18
TS,2000,25.42,24.69,25.26,22.67,19.06,18.17,17.65,20.09,19.12,21.32,21.55,23.72,21.55
TS,2001,24.94,24.93,24.61,21.58,19.71,17.68,15.0,16.17,17.33,21.16,22.11,22.86,20.65
TS,2002,23.19,25.98,27.62,23.21,19.08,16.82,15.69,16.42,20.63,21.01,23.49,23.98,21.4
TS,2003,24.48,25.12,23.87,23.51,20.4,18.73,18.12,16.08,17.37,21.33,23.19,24.48,21.37
TS,2004,24.23,25.33,22.82,22.81,22.4,17.5,17.37,15.89,20.04,22.58,25.4,23.31,21.62
TS,2005,25.6,27.03,24.76,20.78,18.9,16.27,19.55,14.9,19.74,20.64,21.87,23.85,21.12
TS,2006,25.34,26.58,25.16,23.2,17.48,17.88,15.6,16.53,21.6,23.19,23.85,23.49,21.62
TS,2007,25.24,24.08,25.41,22.96,20.49,15.23,18.17,15.98,19.14,20.84,22.12,22.45,21.0
TS,2008,24.82,27.4,26.75,23.81,18.16,16.44,16.29,17.47,18.04,20.96,22.17,26.33,21.54
TS,2009,23.35,27.13,26.01,24.29,17.9,15.29,17.63,18.36,19.13,21.61,21.56,22.9,21.23
TS,2010,24.25,24.86,24.15,22.01,19.74,17.37,17.99,18.18,20.31,20.4,22.05,22.63,21.14
TS,2011,25.28,26.79,27.01,22.68,18.35,14.75,16.52,16.84,19.98,20.48,21.14,21.77,20.93
TS,2012,23.9,24.37,24.4,21.48,19.78,15.98,15.73,14.37,17.45,19.8,23.21,23.23,20.3
TS,2013,23.94,24.23,24.56,22.86,19.72,16.34,15.44,15.55,18.14,21.63,22.44,24.49,20.76
TS,2014,24.82,25.69,23.48,24.44,20.07,16.73,15.54,15.86,20.04,20.07,22.79,22.18,20.94
TS,2015,24.92,22.17,23.16,21.72,20.62,15.01,15.02,16.4,18.62,21.68,22.42,25.34,20.59
TS,2016,26.55,24.48,22.86,23.32,19.95,18.54,16.6,19.18,18.69,21.23,22.45,24.27,21.5
TS,2017,23.89,24.26,27.4,24.05,22.57,17.98,17.03,17.41,19.3,19.36,22.28,23.01,21.53
TS,2018,23.75,23.48,22.28,21.91,18.96,16.83,18.44,14.43,17.18,23.94,23.64,23.61,20.69
TS,2019,23.22,25.58,23.9,20.42,20.84,17.87,17.04,18.05,22.48,23.37,23.24,23.36,21.58
TS,2020,24.51,24.45,24.05,21.66,21.58,18.37,18.42,16.47,17.94,21.54,20.98,22.4,21.02
TS,2021,24.73,23.78,23.96,26.2,21.39,18.02,17.1,16.01,17.45,20.31,21.46,21.52,20.98
T2M,1981,20.77,19.95,22.87,24.05,20.29,16.75,16.34,15.55,18.37,20.89,19.54,20.21,19.62
T2M,1982,20.62,20.43,21.69,18.98,19.51,16.53,16.95,18.01,21.26,18.82,19.03,20.85,19.38
T2M,1983,22.9,21.86,21.94,22.61,18.83,16.88,17.02,17.54,17.33,19.46,18.1,19.64,19.5
T2M,1984,21.29,21.72,24.23,23.22,19.64,19.93,18.12,19.07,19.01,17.85,22.69,21.22,20.65
T2M,1985,21.37,21.08,22.08,20.58,20.15,18.51,17.1,18.84,17.19,21.55,23.12,20.51,20.17
T2M,1986,23.05,22.17,23.4,23.32,21.46,17.42,15.75,16.4,19.5,18.83,20.7,21.3,20.26
T2M,1987,20.58,22.58,21.88,22.48,22.56,18.65,16.8,18.98,18.07,20.52,20.2,20.74,20.33
T2M,1988,22.78,23.15,22.41,20.5,22.26,17.47,16.42,18.35,19.45,19.73,22.06,21.37,20.49
T2M,1989,20.94,21.61,23.92,23.47,20.24,16.62,16.87,17.05,20.01,19.3,19.76,20.67,20.02
T2M,1990,22.76,22.8,22.55,19.67,22.19,16.77,16.14,19.48,19.7,20.4,21.02,21.31,20.4
T2M,1991,22.29,22.58,23.26,24.12,21.26,15.99,16.48,16.97,18.53,18.92,22.5,24.18,20.58
T2M,1992,24.65,22.06,22.19,21.98,21.12,18.03,17.95,16.88,19.51,18.82,21.78,21.75,20.55
T2M,1993,24.08,22.08,26.15,20.67,18.94,19.12,18.84,17.81,23.57,22.45,21.69,22.65,21.5
T2M,1994,21.94,22.67,21.51,22.67,21.92,16.52,17.23,17.97,19.19,22.87,22.19,23.52,20.84
T2M,1995,21.73,24.15,24.66,21.8,21.46,18.3,17.05,17.29,19.87,17.51,22.24,19.87,20.47
T2M,1996,21.86,22.86,22.38,21.83,18.69,17.65,15.13,14.34,16.13,18.74,17.94,20.67,19.01
T2M,1997,21.45,22.52,22.53,20.98,19.21,16.26,17.08,19.25,21.8,23.32,20.36,23.9,20.72
T2M,1998,22.86,22.43,21.56,24.44,21.44,20.51,16.72,18.58,19.65,18.79,20.83,20.76,20.69
T2M,1999,23.27,24.02,26.14,24.63,19.48,18.78,18.02,17.66,19.05,21.05,21.34,23.04,21.36
T2M,2000,22.91,22.23,24.05,22.29,19.63,19.09,18.28,20.45,18.63,20.26,19.48,21.41,20.73
T2M,2001,22.57,22.44,22.86,20.9,20.05,18.3,15.37,15.7,16.6,20.08,19.81,20.25,19.56
T2M,2002,20.6,23.82,26.42,22.74,19.66,17.51,16.35,16.37,20.41,19.8,22.02,21.47,20.57
T2M,2003,21.79,22.65,22.49,23.37,21.21,19.83,19.14,16.22,16.36,20.15,21.4,22.47,20.58
T2M,2004,21.55,23.25,21.54,22.47,23.1,18.43,18.03,15.86,19.98,21.51,23.85,20.65,20.83
T2M,2005,23.29,25.37,23.47,20.3,19.06,17.16,20.8,14.49,19.51,19.34,19.84,21.4,20.3
T2M,2006,22.58,24.32,23.9,22.93,17.66,18.73,16.1,16.73,21.51,22.4,22.26,21.19,20.83
T2M,2007,22.8,21.89,24.31,22.74,21.05,15.69,19.03,16.08,18.89,19.74,20.43,19.55,20.18
T2M,2008,22.06,25.53,26.12,24.19,18.3,17.31,16.9,17.51,17.7,19.98,20.41,24.23,20.84
T2M,2009,20.54,25.3,24.96,24.15,18.11,15.76,18.05,19.16,18.98,20.71,19.44,20.43,20.44
T2M,2010,21.44,22.57,22.32,21.77,20.2,18.37,18.87,18.49,20.08,19.51,20.05,19.82,20.28
T2M,2011,22.58,24.52,25.56,21.97,18.57,15.39,17.11,17.19,19.97,19.37,19.6,19.25,20.06
T2M,2012,21.15,21.86,23.07,21.09,20.55,16.53,16.3,13.84,16.9,18.83,21.51,20.38,19.33
T2M,2013,21.15,21.96,23.41,22.96,20.26,17.06,16.12,15.15,17.67,20.69,20.79,22.07,19.93
T2M,2014,22.15,23.18,21.93,24.36,20.61,17.33,15.88,15.69,19.64,18.74,20.89,19.68,19.98
T2M,2015,22.26,19.79,21.8,21.47,21.65,15.47,15.29,16.49,18.12,20.64,20.79,23.34,19.76
T2M,2016,24.14,22.23,21.35,23.25,20.58,19.55,17.12,19.97,18.0,20.12,21.03,22.01,20.77
T2M,2017,21.08,21.71,26.37,23.83,23.27,18.77,17.73,18.09,19.05,17.96,20.44,20.98,20.77
T2M,2018,21.26,20.93,20.61,21.75,19.26,17.9,19.08,14.37,16.83,23.4,22.29,21.61,19.94
T2M,2019,20.62,23.67,22.87,20.44,21.98,19.02,18.42,18.3,22.71,22.55,21.61,21.1,21.09
T2M,2020,21.94,21.78,22.48,21.74,22.63,19.28,19.32,16.48,17.76,20.68,18.96,19.91,20.25
T2M,2021,21.9,21.35,22.69,26.23,22.02,18.78,17.83,15.9,17.06,19.14,19.71,18.89,20.11
WD10M,1981,193.62,200.62,197.38,156.81,92.44,86.62,86.0,158.44,146.25,177.06,196.56,203.06,176.0
WD10M,1982,195.5,199.75,208.5,179.31,131.44,110.75,83.38,134.38,131.94,198.94,197.38,191.88,180.5
WD10M,1983,199.75,193.19,197.44,175.38,100.5,71.56,91.44,123.12,186.12,183.44,196.25,206.62,178.62
WD10M,1984,197.06,199.62,193.75,128.81,118.56,82.31,98.5,122.81,174.56,194.56,194.5,197.38,172.25
WD10M,1985,206.88,205.0,198.69,178.19,95.06,87.75,89.62,128.06,174.19,183.0,197.44,203.25,177.62
WD10M,1986,195.31,198.75,179.81,163.06,113.62,74.94,126.0,141.88,166.38,194.88,193.19,198.81,179.25
WD10M,1987,198.44,194.25,195.81,171.19,92.0,89.56,83.62,113.62,162.75,175.56,187.5,194.44,171.56
WD10M,1988,201.94,217.88,204.06,175.06,99.31,91.12,111.94,118.44,168.75,180.25,194.88,206.69,175.31
WD10M,1989,211.75,221.31,183.69,132.81,163.31,102.88,109.5,156.94,152.44,173.75,193.19,201.69,175.06
WD10M,1990,207.31,223.12,196.19,186.0,117.25,100.0,115.19,125.88,152.62,180.19,186.38,193.0,175.81
WD10M,1991,201.44,196.81,194.06,153.94,120.12,115.12,98.69,154.31,170.75,189.94,183.5,198.38,173.62
WD10M,1992,207.25,193.38,200.88,173.25,121.56,91.25,95.06,131.56,161.25,189.75,184.75,193.0,170.69
WD10M,1993,211.69,206.44,194.25,175.0,146.69,82.12,82.94,125.56,138.75,182.06,202.81,202.0,170.81
WD10M,1994,221.94,223.06,196.19,147.88,123.88,107.88,94.31,107.56,179.5,175.56,187.44,190.5,168.62
WD10M,1995,205.44,215.38,188.94,172.0,89.75,110.19,115.25,151.06,173.31,187.25,189.94,209.62,176.25
WD10M,1996,212.38,201.31,190.38,159.69,158.62,99.38,96.94,149.81,180.44,183.88,196.25,194.38,179.81
WD10M,1997,206.56,198.12,194.31,157.31,88.56,100.62,92.75,121.44,160.25,182.44,190.62,188.94,172.81
WD10M,1998,198.56,206.12,199.69,154.56,138.38,100.25,133.62,121.5,173.88,188.69,185.81,203.12,175.19
WD10M,1999,203.5,202.56,182.31,153.62,158.75,82.75,117.88,109.0,154.81,184.81,188.06,202.31,172.56
WD10M,2000,203.19,209.88,184.94,166.62,130.62,86.44,84.38,114.25,160.31,183.69,199.44,194.88,171.06
WD10M,2001,198.0,206.44,210.62,187.5,124.25,120.31,80.44,167.56,167.56,194.88,205.62,203.69,183.56
WD10M,2002,200.88,216.31,188.12,185.88,132.75,100.31,111.62,151.69,142.94,186.44,183.31,208.5,173.62
WD10M,2003,205.69,208.94,184.31,162.56,122.5,88.0,90.81,137.62,182.62,181.31,195.56,188.56,172.75
WD10M,2004,205.25,201.5,189.19,139.44,93.06,78.0,96.31,157.25,143.69,181.19,187.62,204.5,170.75
WD10M,2005,200.06,195.88,190.81,165.38,152.62,128.31,76.56,170.38,165.69,189.56,195.69,209.06,177.44
WD10M,2006,221.81,219.56,176.38,122.94,118.06,65.62,123.56,140.31,143.81,176.12,187.44,195.56,169.06
WD10M,2007,207.06,197.62,201.12,175.44,75.25,95.5,96.75,134.62,172.88,179.81,187.19,213.81,173.44
WD10M,2008,221.44,207.81,179.19,132.12,160.5,99.69,85.06,138.75,169.25,185.5,194.06,194.12,178.62
WD10M,2009,204.5,218.56,195.69,117.12,156.0,98.69,79.31,122.69,169.25,187.12,215.62,199.5,174.69
WD10M,2010,208.62,211.25,197.94,179.31,104.38,86.12,77.12,121.12,162.94,178.81,198.81,216.31,177.5
WD10M,2011,221.0,201.0,204.0,169.62,131.38,97.56,80.06,109.12,160.94,179.94,190.88,199.19,174.12
WD10M,2012,218.06,214.94,193.56,154.56,133.25,90.5,115.5,151.88,164.31,180.25,195.88,219.62,177.19
WD10M,2013,204.5,204.62,196.94,112.19,111.5,85.38,103.81,158.5,164.19,179.56,190.38,205.69,174.44
WD10M,2014,227.69,212.38,191.0,119.69,150.62,95.69,106.12,153.31,166.44,192.81,190.88,197.5,177.69
WD10M,2015,209.44,204.88,191.5,177.31,136.88,121.44,135.94,138.62,166.38,185.69,184.12,196.94,181.81
WD10M,2016,211.69,200.25,193.69,163.69,78.12,85.44,113.94,96.06,170.19,180.38,191.75,201.25,174.75
WD10M,2017,217.56,214.06,186.31,144.19,98.44,85.5,90.88,152.12,182.81,190.62,192.5,204.0,178.56
WD10M,2018,204.12,221.38,201.5,181.25,141.31,118.25,75.31,155.75,165.0,168.81,183.25,191.25,173.31
WD10M,2019,204.56,207.75,185.12,177.75,128.44,87.88,105.75,132.5,120.38,173.0,191.94,195.31,171.75
WD10M,2020,204.0,213.94,200.12,176.69,96.19,76.31,69.69,133.56,170.69,180.5,198.94,205.25,170.94
WD10M,2021,228.25,217.25,195.62,106.25,104.12,49.25,92.56,130.81,175.06,186.94,192.69,207.38,170.94
WD50M,1981,187.56,194.0,174.88,141.62,94.44,87.94,88.31,148.5,137.56,164.19,189.19,195.12,161.31
WD50M,1982,189.06,193.12,196.44,161.12,120.25,105.19,85.38,120.38,120.5,188.44,188.69,185.5,165.31
WD50M,1983,191.94,185.38,183.06,157.19,98.44,75.81,91.12,117.88,176.25,173.12,189.62,200.25,164.0
WD50M,1984,190.56,191.94,182.94,111.62,113.81,83.88,97.31,115.44,162.38,187.31,183.81,189.0,157.81
WD50M,1985,199.94,199.12,185.44,153.0,94.94,89.12,90.12,119.0,164.75,173.62,185.5,196.25,162.19
WD50M,1986,188.12,190.0,169.31,149.06,103.62,78.12,118.94,128.81,154.31,185.81,184.62,191.19,165.31
WD50M,1987,191.44,187.38,185.94,160.12,91.38,90.75,86.75,109.62,153.12,165.56,181.81,188.0,159.38
WD50M,1988,194.19,209.44,191.31,163.19,98.31,91.19,109.19,111.56,157.0,168.88,185.12,197.69,159.88
WD50M,1989,205.56,213.31,172.31,112.75,150.88,102.56,109.06,144.88,140.25,165.75,184.88,193.69,161.5
WD50M,1990,198.31,213.12,187.5,172.56,112.25,98.19,111.69,119.12,141.69,167.69,179.69,186.88,162.44
WD50M,1991,193.31,189.38,179.06,138.38,114.25,110.88,97.94,143.38,158.62,181.19,173.25,186.88,159.94
WD50M,1992,196.56,186.81,186.94,161.62,116.44,91.5,95.0,124.88,151.75,179.38,174.5,186.25,158.0
WD50M,1993,200.38,196.75,169.88,161.94,137.56,83.0,83.56,119.88,128.25,170.31,190.25,193.44,153.44
WD50M,1994,213.62,213.69,186.75,134.0,120.56,106.44,94.62,103.75,163.06,163.31,178.19,181.62,153.5
WD50M,1995,196.56,205.88,175.25,155.31,91.25,107.69,112.44,134.75,163.31,179.38,180.69,201.19,161.69
WD50M,1996,205.06,192.12,176.56,143.69,139.0,98.75,97.12,137.62,169.31,176.5,188.44,186.69,166.44
WD50M,1997,199.25,190.56,181.56,146.94,91.12,99.5,92.56,115.06,142.81,167.94,182.81,180.5,158.25
WD50M,1998,190.44,197.38,190.12,138.12,130.5,98.62,125.06,115.94,163.75,179.44,178.62,195.56,162.19
WD50M,1999,195.31,192.94,169.5,141.44,148.06,84.19,114.75,105.56,142.88,171.19,181.31,193.94,158.62
WD50M,2000,194.94,202.5,174.12,154.94,123.88,86.12,85.44,111.19,152.75,175.81,189.31,188.0,158.12
WD50M,2001,189.12,199.38,197.12,176.0,117.19,115.81,81.06,157.94,160.75,180.0,197.81,196.31,170.44
WD50M,2002,193.56,202.0,170.12,158.0,126.06,99.5,110.19,141.25,123.44,177.44,168.75,199.31,157.56
WD50M,2003,198.12,200.5,174.56,148.88,113.88,88.56,91.0,128.44,169.31,172.19,184.94,181.19,158.62
WD50M,2004,198.25,191.19,179.62,122.31,95.69,82.19,97.06,147.25,133.56,167.25,178.94,197.12,155.44
WD50M,2005,192.19,182.06,177.19,149.0,139.62,122.25,78.69,161.81,153.0,179.38,185.44,198.19,162.31
WD50M,2006,215.5,209.44,162.06,110.75,109.75,67.0,113.31,133.31,130.31,164.56,177.38,188.56,151.88
WD50M,2007,197.56,189.19,183.0,161.38,78.06,93.81,96.88,127.38,164.44,167.25,179.56,206.12,158.56
WD50M,2008,212.44,192.75,155.62,122.69,134.12,98.0,87.5,128.06,159.38,177.69,185.75,184.38,161.56
WD50M,2009,198.12,201.94,163.5,107.44,143.25,98.06,80.56,113.31,158.75,175.88,206.56,192.44,157.06
WD50M,2010,201.56,200.62,187.5,151.12,100.19,85.81,78.19,114.31,150.38,171.31,189.38,208.12,160.0
WD50M,2011,212.81,191.94,188.94,133.94,122.62,94.94,80.38,103.31,149.94,170.44,182.25,192.38,157.69
WD50M,2012,209.94,207.19,181.06,133.75,123.88,92.12,113.31,139.44,152.62,173.38,183.38,211.25,161.62
WD50M,2013,197.12,196.0,180.88,104.75,105.5,86.12,102.44,149.19,154.94,170.38,180.44,196.69,159.94
WD50M,2014,219.44,204.69,180.5,111.44,136.44,94.62,102.56,143.75,153.81,180.88,178.0,191.31,162.31
WD50M,2015,200.5,196.88,180.88,153.5,124.12,113.5,125.81,119.12,154.81,176.56,175.06,188.69,167.44
WD50M,2016,200.62,193.25,183.62,144.88,82.06,87.38,109.81,95.06,157.31,170.94,183.25,192.81,158.5
WD50M,2017,209.81,205.56,163.5,120.5,98.75,85.0,90.31,142.94,166.06,180.25,181.75,193.88,158.88
WD50M,2018,196.06,212.62,190.69,169.19,128.19,113.38,75.81,150.19,158.0,148.0,172.0,184.31,160.25
WD50M,2019,197.0,191.88,176.88,165.12,120.06,88.25,103.5,125.69,112.81,161.0,183.75,188.75,157.5
WD50M,2020,195.75,206.38,188.12,159.31,95.94,78.62,72.56,128.31,160.75,171.19,191.0,197.44,155.44
WD50M,2021,222.12,206.81,183.88,102.94,101.75,51.69,92.69,119.88,164.12,165.5,183.81,199.25,151.0
