-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  -50.0   Longitude 170.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS50M_MAX             MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN             MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE           MERRA-2 Wind Speed at 50 Meters Range (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1998,100.73,101.06,100.47,101.0,101.02,101.13,100.91,101.25,100.69,99.97,101.23,100.9,100.86
PS,1999,101.24,101.6,101.39,101.1,101.18,100.79,101.13,101.3,101.51,101.11,100.81,100.85,101.17
PS,2000,100.95,101.05,101.29,100.98,100.95,100.88,101.53,100.98,100.55,100.49,100.65,100.22,100.88
PS,2001,100.64,100.79,101.57,101.41,100.69,100.89,101.52,100.66,101.51,100.81,101.01,100.39,100.99
PS,2002,101.15,101.32,100.18,101.52,100.15,99.87,101.0,100.68,99.8,100.47,100.7,100.43,100.6
PS,2003,100.75,101.01,101.58,101.66,100.77,100.44,101.22,101.36,99.75,100.86,100.15,100.49,100.84
PS,2004,101.01,99.86,100.62,101.43,100.66,100.52,101.17,100.51,100.39,100.64,100.47,100.03,100.61
PS,2005,101.02,100.88,101.09,101.23,100.66,101.15,100.77,101.03,100.83,101.09,100.91,100.63,100.94
PS,2006,100.13,100.92,101.05,100.9,101.2,101.05,101.0,100.74,100.66,100.44,99.98,100.98,100.75
PS,2007,100.91,101.59,100.82,101.06,100.73,100.37,101.29,100.67,101.0,100.05,100.78,101.43,100.89
PS,2008,101.04,100.99,101.25,101.2,101.35,100.7,101.14,100.61,100.82,100.33,100.43,100.49,100.86
PS,2009,100.68,101.16,101.07,101.39,100.8,101.53,100.34,100.69,101.07,100.72,99.86,100.67,100.83
PS,2010,100.94,101.37,100.74,100.73,101.55,101.01,101.51,100.98,99.65,101.42,101.49,100.65,101.0
PS,2011,100.95,100.92,101.12,101.27,100.38,100.92,99.76,101.17,100.45,101.14,100.21,101.41,100.81
PS,2012,100.31,101.4,101.33,101.47,101.06,100.53,101.59,101.47,100.52,99.72,100.76,100.59,100.89
PS,2013,100.53,101.4,101.16,101.01,100.79,101.14,101.02,100.81,100.49,99.68,101.08,100.75,100.81
PS,2014,100.17,100.93,101.59,101.58,100.48,101.19,100.73,101.2,100.61,100.18,99.79,101.25,100.81
PS,2015,101.17,101.35,100.99,100.95,100.29,100.4,100.87,101.14,101.13,100.23,100.48,100.71,100.81
PS,2016,101.05,100.68,101.5,101.11,99.99,100.91,99.98,101.25,101.28,100.45,99.84,100.31,100.7
PS,2017,99.75,100.99,101.29,101.39,101.29,101.2,100.94,100.96,100.04,100.76,101.43,100.93,100.91
PS,2018,101.12,100.6,101.22,100.43,100.51,101.38,100.49,100.72,100.96,101.11,101.01,100.91,100.87
PS,2019,100.34,100.86,101.72,101.58,100.64,100.87,100.67,99.82,100.33,100.57,100.19,100.27,100.65
PS,2020,100.84,100.92,101.33,100.6,101.33,101.44,101.21,100.55,100.47,101.32,100.76,100.77,100.96
PS,2021,100.44,101.49,101.1,100.29,101.11,101.47,100.62,100.8,100.35,101.11,101.18,100.74,100.89
TS,1981,10.24,10.52,10.82,9.89,9.05,8.57,8.16,8.11,8.01,8.16,8.1,9.73,9.11
TS,1982,11.15,10.73,10.28,10.4,9.53,8.48,7.8,7.8,7.84,7.95,8.02,9.02,9.08
TS,1983,9.76,10.42,9.51,8.35,8.41,7.34,6.96,7.38,7.12,7.9,8.7,9.94,8.48
TS,1984,10.95,11.76,11.55,10.48,9.02,7.95,7.69,7.23,7.58,7.55,8.47,9.79,9.16
TS,1985,11.08,11.48,11.6,10.33,9.28,8.55,8.37,7.97,7.82,7.83,8.21,9.63,9.33
TS,1986,11.39,11.54,11.3,10.6,9.46,8.22,7.68,7.55,7.62,8.1,9.07,10.14,9.37
TS,1987,11.82,11.29,11.01,10.07,9.05,8.12,7.3,7.67,7.53,7.62,8.46,9.31,9.09
TS,1988,9.87,11.43,9.85,8.71,7.93,7.41,7.23,6.73,6.72,7.05,7.66,9.4,8.33
TS,1989,10.96,10.53,10.42,9.98,8.69,8.09,7.72,7.55,7.94,8.18,9.07,9.95,9.08
TS,1990,10.62,11.07,10.54,9.9,9.08,8.07,7.74,7.75,7.29,7.32,8.73,9.23,8.94
TS,1991,10.39,10.69,10.45,9.8,9.13,7.27,7.35,7.67,7.45,7.83,8.62,9.48,8.83
TS,1992,11.01,10.71,9.67,9.05,8.48,7.9,7.87,7.36,7.32,7.96,9.05,9.81,8.84
TS,1993,10.66,10.4,10.69,9.54,8.83,8.33,7.86,7.88,7.65,8.14,8.65,9.3,8.99
TS,1994,10.46,11.53,11.35,10.02,9.4,8.28,7.55,7.55,7.6,7.29,8.39,9.12,9.03
TS,1995,9.9,10.62,10.17,9.52,9.19,8.3,7.34,7.01,7.11,7.49,7.94,9.02,8.62
TS,1996,10.74,11.75,11.11,10.46,9.22,8.48,7.35,7.55,7.49,8.03,8.92,9.8,9.23
TS,1997,10.7,11.41,10.7,9.9,8.93,8.47,8.44,7.58,7.78,7.98,8.19,8.41,9.03
TS,1998,9.45,10.3,9.82,8.98,8.29,8.04,8.16,7.13,6.8,7.24,7.99,9.05,8.43
TS,1999,10.66,11.62,10.97,10.2,9.1,8.69,7.59,7.03,7.61,7.96,8.94,9.56,9.15
TS,2000,10.72,10.5,10.01,9.48,8.94,8.13,7.67,7.88,7.73,7.8,8.65,9.43,8.9
TS,2001,10.05,10.56,10.55,10.06,9.48,8.8,8.1,7.7,7.77,8.08,9.05,10.93,9.26
TS,2002,11.48,11.51,11.14,9.94,9.23,8.23,7.99,7.7,7.62,7.63,8.3,9.82,9.2
TS,2003,10.19,10.27,10.52,10.4,9.07,8.26,8.0,7.75,7.66,7.78,8.14,8.66,8.88
TS,2004,10.02,10.55,10.49,9.3,8.92,7.98,7.55,7.26,7.23,7.56,8.29,9.2,8.69
TS,2005,10.01,11.86,10.79,9.73,8.7,8.26,7.8,7.26,7.67,7.98,8.69,10.8,9.12
TS,2006,10.4,10.9,10.26,10.46,9.85,8.76,7.99,7.69,7.6,7.69,8.02,8.81,9.02
TS,2007,9.94,10.48,10.25,9.61,8.68,7.8,7.25,7.25,7.23,7.44,7.86,9.24,8.58
TS,2008,10.07,11.05,10.51,10.04,9.16,8.27,7.98,7.65,7.6,7.74,8.07,9.33,8.95
TS,2009,10.65,10.62,10.4,10.01,9.34,8.18,7.63,7.47,7.47,7.57,7.76,8.74,8.81
TS,2010,9.88,11.26,10.22,9.34,8.77,8.25,7.8,7.53,7.48,7.6,8.69,9.71,8.87
TS,2011,10.58,10.87,10.81,10.17,9.47,8.48,7.77,7.44,7.37,7.82,8.22,9.68,9.05
TS,2012,10.52,10.58,10.52,10.26,9.66,8.44,7.78,7.66,7.8,7.84,8.37,9.61,9.08
TS,2013,10.83,11.55,11.23,10.61,9.7,8.81,8.26,8.01,7.88,8.06,8.76,9.94,9.46
TS,2014,10.77,11.24,11.04,10.65,9.74,8.82,8.28,7.95,7.89,7.96,8.32,9.56,9.34
TS,2015,10.82,11.15,11.33,10.53,9.5,8.38,7.74,7.54,7.37,7.38,7.9,9.18,9.05
TS,2016,9.97,10.7,10.09,10.06,9.39,8.85,8.2,7.83,7.78,8.32,9.33,9.66,9.18
TS,2017,9.89,10.48,10.73,10.47,9.77,8.98,8.42,8.05,7.99,8.26,8.76,10.41,9.34
TS,2018,12.51,12.66,11.86,10.47,9.34,8.59,8.26,7.93,8.01,7.99,8.96,10.49,9.74
TS,2019,10.94,11.23,11.33,11.01,10.15,9.09,8.54,8.18,7.86,7.99,8.77,10.01,9.58
TS,2020,10.62,10.55,10.69,10.33,9.71,8.94,8.38,7.94,7.78,7.86,8.68,9.8,9.27
TS,2021,11.52,11.6,11.68,10.74,9.63,9.01,8.23,7.96,7.74,8.03,9.05,10.34,9.62
T2M,1981,10.37,10.48,10.54,10.15,8.74,7.79,7.45,6.98,7.37,8.18,8.54,10.04,8.87
T2M,1982,10.83,10.85,10.37,9.98,9.09,7.72,6.97,7.63,7.83,7.54,8.0,8.67,8.78
T2M,1983,9.88,10.24,9.39,8.23,7.49,7.05,6.73,7.35,6.61,7.88,8.88,9.44,8.26
T2M,1984,10.58,11.65,11.33,10.12,8.15,7.89,7.15,6.48,7.37,7.62,8.63,9.96,8.9
T2M,1985,11.4,11.48,11.05,9.98,8.87,8.57,7.68,7.58,7.52,7.72,8.08,9.47,9.1
T2M,1986,11.41,11.6,11.1,10.37,8.47,7.64,6.89,6.65,7.26,8.11,8.83,10.18,9.03
T2M,1987,12.02,11.29,10.85,9.62,8.93,7.05,6.68,7.51,6.82,7.64,8.37,9.15,8.82
T2M,1988,9.86,10.92,9.44,8.57,6.92,6.62,6.63,6.3,6.77,7.39,7.76,9.86,8.08
T2M,1989,11.05,10.37,10.33,9.61,8.4,7.65,7.08,7.16,7.91,8.0,9.07,9.7,8.85
T2M,1990,10.65,11.11,10.73,9.05,8.37,7.58,7.19,7.35,7.15,7.17,8.65,9.27,8.68
T2M,1991,10.47,10.53,10.76,9.25,8.4,6.33,6.74,7.3,7.39,7.63,7.87,9.01,8.47
T2M,1992,10.66,10.18,9.26,8.65,7.29,6.7,6.96,5.68,6.48,7.83,8.62,9.02,8.11
T2M,1993,10.13,10.48,9.86,9.08,8.52,7.65,7.67,7.19,6.92,8.06,8.2,9.02,8.55
T2M,1994,10.68,11.44,10.73,9.84,8.37,6.73,6.71,7.23,6.21,6.86,8.16,9.1,8.49
T2M,1995,9.98,10.39,9.9,9.32,8.98,5.95,5.58,6.34,6.57,7.1,7.65,9.07,8.06
T2M,1996,10.18,11.1,10.61,9.71,8.63,7.06,6.13,6.58,7.56,8.02,7.83,9.73,8.58
T2M,1997,10.07,10.73,9.96,9.36,8.46,7.73,7.65,6.87,6.23,7.49,7.57,8.29,8.36
T2M,1998,9.55,10.76,9.76,8.73,7.95,7.55,7.58,6.44,7.08,6.98,7.65,8.98,8.23
T2M,1999,10.36,11.62,10.83,9.56,9.29,7.78,6.88,6.69,7.53,7.69,8.35,9.1,8.79
T2M,2000,9.99,10.2,9.94,9.37,8.88,7.94,7.35,6.9,7.48,7.7,7.4,9.6,8.56
T2M,2001,9.53,10.27,10.26,9.86,7.63,7.98,7.14,7.24,7.7,7.79,8.58,10.4,8.69
T2M,2002,11.11,10.84,10.13,9.22,7.64,7.21,7.06,7.05,7.62,7.23,8.02,9.53,8.55
T2M,2003,9.97,10.1,10.39,9.27,8.12,7.92,6.7,6.97,6.94,7.3,7.73,8.52,8.32
T2M,2004,10.15,9.95,10.12,8.66,8.37,7.51,7.04,5.97,6.97,6.98,8.23,8.24,8.18
T2M,2005,10.08,11.64,10.32,9.37,8.19,7.36,7.34,7.54,7.26,7.49,8.31,10.8,8.8
T2M,2006,10.26,10.73,9.31,10.4,9.18,7.42,7.23,6.94,7.39,7.28,7.6,8.43,8.5
T2M,2007,9.65,10.06,10.07,8.8,8.61,6.26,5.8,6.82,7.06,6.87,7.55,9.12,8.05
T2M,2008,10.32,10.77,10.33,9.52,8.23,7.65,7.27,6.6,7.81,7.52,7.62,9.24,8.57
T2M,2009,10.58,9.61,10.24,10.05,8.05,6.83,6.3,7.59,7.42,6.83,7.23,8.69,8.28
T2M,2010,9.62,10.8,9.72,9.26,8.03,7.57,7.15,6.73,6.44,7.5,8.48,9.61,8.4
T2M,2011,10.15,10.58,10.29,9.33,8.86,7.58,6.45,6.51,6.82,7.28,7.8,9.65,8.43
T2M,2012,10.09,10.08,10.08,10.1,8.73,6.84,7.47,7.24,7.61,6.96,7.87,9.92,8.58
T2M,2013,10.57,11.16,11.02,9.94,8.63,7.53,7.77,7.79,7.05,8.05,8.14,9.65,8.93
T2M,2014,10.07,10.83,10.76,9.76,9.09,8.39,7.41,7.25,7.33,7.37,7.74,9.4,8.77
T2M,2015,10.58,10.25,10.63,9.52,8.92,6.9,7.05,6.76,6.21,7.23,7.8,8.82,8.38
T2M,2016,9.3,10.88,9.91,9.8,9.02,8.48,7.61,7.01,7.62,8.12,8.65,9.59,8.82
T2M,2017,9.48,10.53,10.17,9.89,9.11,8.36,7.45,7.34,7.69,7.92,8.52,10.28,8.89
T2M,2018,12.16,11.73,11.36,9.33,8.37,7.84,7.91,7.65,7.76,7.69,8.66,10.25,9.22
T2M,2019,10.91,11.05,11.55,10.44,9.8,8.39,7.85,7.14,7.26,7.37,9.01,9.8,9.2
T2M,2020,10.37,10.41,10.19,9.82,9.5,8.12,7.62,7.1,7.06,7.6,8.58,9.48,8.82
T2M,2021,11.01,11.3,11.07,10.1,9.01,8.01,7.55,7.26,7.32,7.49,8.69,9.87,9.05
WD10M,1981,285.81,284.56,292.94,294.19,279.75,276.69,352.44,209.12,278.44,286.44,296.19,294.12,287.38
WD10M,1982,283.19,295.25,293.69,318.06,283.94,243.56,260.25,282.38,295.38,273.5,284.25,273.5,283.0
WD10M,1983,295.5,276.06,283.38,291.5,254.12,277.88,282.31,284.0,287.5,289.56,310.0,275.94,283.25
WD10M,1984,267.81,310.62,74.88,288.31,255.19,282.88,280.31,331.5,327.38,286.12,283.12,332.62,288.0
WD10M,1985,327.88,294.94,269.25,272.81,280.94,329.06,298.88,277.75,293.62,281.62,251.38,268.5,284.88
WD10M,1986,293.0,343.12,285.81,287.69,268.75,318.31,286.88,248.75,289.5,315.75,279.25,295.81,290.0
WD10M,1987,303.62,287.31,295.06,270.62,285.75,257.0,263.19,299.25,273.75,290.75,289.12,281.12,282.06
WD10M,1988,277.94,286.0,281.62,271.5,269.0,268.5,279.12,270.94,294.0,306.38,281.62,300.19,280.75
WD10M,1989,278.56,264.12,280.81,272.62,294.12,266.44,256.81,329.81,347.88,349.06,285.38,275.5,284.69
WD10M,1990,285.94,277.56,285.31,268.25,283.88,319.44,308.88,329.31,281.75,280.25,307.56,283.31,287.88
WD10M,1991,287.88,290.75,337.94,277.06,268.69,254.44,271.06,299.88,350.75,291.5,274.69,269.44,285.5
WD10M,1992,313.88,270.06,275.19,271.62,269.94,267.5,279.81,241.94,313.12,291.81,300.38,268.56,277.75
WD10M,1993,275.88,298.31,272.69,282.06,286.69,284.62,298.06,282.44,263.56,288.0,295.94,317.0,285.38
WD10M,1994,300.81,289.25,264.31,288.0,303.62,260.06,280.94,292.5,252.56,279.88,290.62,283.38,284.19
WD10M,1995,285.56,289.06,291.38,321.75,280.62,233.75,247.44,285.19,287.88,287.88,270.38,303.88,282.5
WD10M,1996,327.56,293.5,271.25,311.0,278.69,278.5,207.12,283.12,338.38,298.38,267.06,301.5,293.06
WD10M,1997,262.56,289.69,287.19,280.38,286.88,263.0,279.0,296.31,263.94,277.12,277.31,287.25,279.06
WD10M,1998,278.12,308.19,289.81,297.25,276.75,277.31,293.88,269.19,288.06,280.19,277.56,299.5,285.88
WD10M,1999,287.06,294.25,299.19,284.38,298.62,260.38,282.0,272.88,290.56,284.69,282.38,285.25,284.38
WD10M,2000,266.62,278.75,294.12,284.69,305.12,273.75,298.69,264.25,313.81,291.06,256.25,305.31,286.56
WD10M,2001,270.88,287.81,289.38,286.44,232.12,276.62,258.69,308.12,298.69,319.56,285.81,299.81,283.75
WD10M,2002,312.62,298.81,281.75,270.56,254.44,263.69,297.12,265.44,290.31,281.31,267.81,289.0,277.44
WD10M,2003,277.38,292.12,302.69,259.56,271.19,294.5,274.5,340.31,316.06,300.38,274.56,281.81,286.38
WD10M,2004,311.0,270.62,281.38,273.0,295.88,281.81,290.25,290.19,277.06,274.62,289.38,218.94,280.56
WD10M,2005,293.81,296.25,291.5,282.69,297.81,262.06,297.19,310.56,278.69,278.5,264.5,338.94,289.56
WD10M,2006,284.25,295.81,272.56,10.19,308.38,266.62,276.69,277.0,286.06,279.0,279.81,267.5,282.25
WD10M,2007,288.5,271.12,286.81,259.25,289.62,258.19,240.62,274.12,287.5,273.25,273.31,302.12,275.31
WD10M,2008,293.81,296.12,289.25,273.19,293.81,275.88,205.88,250.06,308.94,280.81,281.06,300.25,284.56
WD10M,2009,295.75,256.31,273.94,296.94,233.44,251.19,267.25,324.38,301.06,262.25,269.56,288.75,277.81
WD10M,2010,297.81,278.62,280.88,284.0,285.5,284.06,285.44,335.0,285.19,294.75,292.44,288.31,287.0
WD10M,2011,284.38,299.56,289.0,269.69,285.81,267.56,272.81,263.0,275.5,288.81,276.19,294.12,279.38
WD10M,2012,276.94,303.5,286.31,295.19,284.38,258.94,300.75,6.62,296.19,264.06,268.88,298.12,286.5
WD10M,2013,298.38,282.12,291.31,283.0,264.62,260.06,286.19,350.69,278.25,296.69,291.38,319.62,289.56
WD10M,2014,274.88,290.12,291.94,315.56,281.62,301.5,271.31,271.25,289.38,278.88,271.06,295.75,282.5
WD10M,2015,301.44,274.94,300.38,270.62,286.75,261.5,283.5,305.44,267.88,272.0,292.56,278.25,280.94
WD10M,2016,271.0,292.38,288.88,290.19,295.31,285.56,283.31,302.38,316.06,305.56,281.38,289.31,289.75
WD10M,2017,279.06,298.75,273.19,284.88,276.31,291.06,288.31,330.88,329.12,282.44,279.31,308.0,288.75
WD10M,2018,301.38,278.44,298.06,277.88,280.62,274.06,306.69,345.19,296.56,273.56,328.25,285.81,290.25
WD10M,2019,288.31,290.25,323.0,290.31,281.5,271.12,291.25,273.94,276.06,274.44,305.19,303.88,287.5
WD10M,2020,291.44,285.19,294.88,309.62,295.88,278.62,266.44,270.56,278.81,292.56,288.25,289.62,286.44
WD10M,2021,288.12,308.06,289.56,290.5,288.19,279.12,303.56,287.38,290.88,277.38,290.81,290.19,290.19
WD50M,1981,285.81,284.81,295.38,294.25,281.0,295.25,347.44,212.62,278.38,286.81,298.06,296.62,288.44
WD50M,1982,283.75,295.69,294.12,318.0,285.81,244.62,260.69,282.25,295.69,274.25,284.31,274.44,283.62
WD50M,1983,296.38,276.69,283.5,291.44,254.75,279.25,283.19,284.25,288.44,290.38,311.06,277.06,284.06
WD50M,1984,269.5,313.19,61.62,288.44,255.81,282.62,281.62,333.56,325.81,286.56,283.38,335.56,289.12
WD50M,1985,328.94,296.5,270.5,274.88,281.56,329.06,298.88,279.0,294.56,281.5,253.0,275.12,286.44
WD50M,1986,294.75,341.06,286.94,288.5,269.31,319.38,286.94,268.81,289.69,313.88,280.31,297.12,291.12
WD50M,1987,303.88,288.88,297.88,270.94,285.75,257.56,263.75,298.75,273.88,291.94,291.12,282.5,282.88
WD50M,1988,279.19,288.25,282.25,271.88,268.94,268.81,278.88,271.19,294.38,306.31,282.69,300.94,281.44
WD50M,1989,283.5,266.31,280.75,272.62,294.25,266.75,260.88,329.38,345.44,343.31,286.12,276.56,285.62
WD50M,1990,286.62,278.81,285.44,269.19,283.81,319.19,309.38,328.5,281.81,280.5,307.38,283.94,288.25
WD50M,1991,288.62,291.31,338.19,278.69,268.38,254.38,270.81,300.0,348.0,291.56,274.81,271.62,286.12
WD50M,1992,314.62,270.31,274.94,271.88,270.0,268.56,280.38,242.88,312.25,292.25,302.88,269.94,278.38
WD50M,1993,276.38,300.0,274.38,283.31,286.94,284.75,297.62,282.75,265.12,288.12,296.44,316.81,286.06
WD50M,1994,301.19,291.0,264.62,288.5,304.38,260.69,281.88,292.38,253.25,280.31,291.56,283.38,284.88
WD50M,1995,286.19,289.69,291.75,322.25,281.94,234.44,247.81,285.12,288.88,288.38,271.31,305.31,283.5
WD50M,1996,326.62,294.62,272.25,311.88,278.62,279.38,207.88,283.0,337.38,298.62,268.25,302.31,293.88
WD50M,1997,263.81,290.0,287.31,280.75,287.19,263.19,279.56,296.75,263.56,277.38,277.25,287.94,279.44
WD50M,1998,278.94,308.31,289.88,297.12,277.38,277.19,293.56,269.31,287.88,281.31,278.56,299.25,286.12
WD50M,1999,287.69,295.62,300.62,284.69,298.62,260.44,282.44,273.12,290.94,284.88,284.31,286.19,285.12
WD50M,2000,268.81,279.06,294.19,284.62,305.44,275.0,298.94,266.38,312.25,291.62,256.38,305.56,287.19
WD50M,2001,271.25,288.12,290.81,286.69,233.62,277.19,258.62,308.88,298.19,319.38,287.31,300.69,284.69
WD50M,2002,316.69,301.75,281.75,271.31,254.56,264.44,296.62,266.31,290.62,282.19,269.94,289.38,278.31
WD50M,2003,278.31,293.12,304.25,260.5,271.12,294.88,275.06,339.31,315.38,301.19,275.0,282.75,287.12
WD50M,2004,311.56,271.19,281.75,273.5,296.81,282.62,291.12,293.06,277.81,274.44,290.5,219.19,281.5
WD50M,2005,294.31,298.06,292.94,282.88,298.25,262.12,297.0,310.06,280.19,279.38,265.5,336.81,290.19
WD50M,2006,284.44,296.62,272.88,7.06,309.19,266.44,277.06,277.62,286.25,278.94,280.06,269.56,282.75
WD50M,2007,288.94,271.38,288.62,259.25,289.88,258.31,241.19,274.75,288.25,273.81,273.31,303.25,276.06
WD50M,2008,294.06,298.25,289.88,273.75,295.12,276.38,209.69,250.44,309.0,280.75,282.38,301.62,285.5
WD50M,2009,296.62,257.06,276.06,298.56,234.31,251.44,268.06,323.56,301.06,262.94,269.31,289.25,278.88
WD50M,2010,298.5,279.62,280.88,284.31,288.06,284.44,285.31,334.81,285.62,294.38,292.94,289.25,287.44
WD50M,2011,284.88,299.5,289.69,270.56,286.56,267.81,272.75,263.62,275.75,290.06,276.25,296.25,280.0
WD50M,2012,277.25,306.44,286.69,295.69,285.06,259.25,300.62,4.62,296.81,264.19,269.38,298.38,287.12
WD50M,2013,298.81,282.81,291.88,284.12,265.31,261.06,286.5,349.62,278.38,296.69,291.75,319.62,290.06
WD50M,2014,275.0,290.94,292.5,318.56,281.75,301.94,272.75,271.25,289.62,279.12,271.38,297.88,283.19
WD50M,2015,302.19,275.75,301.69,271.38,287.12,261.94,284.06,306.12,268.38,271.69,292.69,278.88,281.44
WD50M,2016,271.81,292.94,290.19,290.44,297.5,285.62,283.5,302.62,315.38,305.56,281.81,289.81,290.31
WD50M,2017,279.31,299.19,273.44,285.81,276.19,290.69,289.25,329.69,328.94,282.94,279.81,308.31,289.19
WD50M,2018,303.31,279.62,300.0,278.69,280.88,274.0,306.94,343.12,296.38,273.81,325.5,286.75,290.94
WD50M,2019,288.31,292.0,323.38,290.81,281.88,271.44,292.94,274.19,276.19,275.25,305.0,304.56,288.12
WD50M,2020,291.38,285.81,295.69,309.31,296.31,279.38,267.62,271.5,279.31,292.81,288.5,289.69,286.94
WD50M,2021,289.25,309.38,291.12,290.44,288.38,279.31,303.75,287.94,291.0,278.56,291.38,290.75,290.75
