-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  45.0   Longitude -10.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS50M_MAX             MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN             MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE           MERRA-2 Wind Speed at 50 Meters Range (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M,1982,12.73,12.19,11.96,12.39,13.54,15.87,17.4,18.4,18.37,15.92,13.89,12.57,14.62
T2M,1983,12.34,10.76,12.0,11.53,12.6,15.48,17.68,18.56,18.08,16.69,15.29,13.51,14.57
T2M,1984,12.33,11.36,11.02,12.67,12.79,14.61,17.58,19.02,18.64,15.9,14.07,12.58,14.39
T2M,1985,10.75,12.02,11.44,12.21,13.3,15.57,17.96,18.05,18.45,16.98,13.91,13.17,14.5
T2M,1986,11.94,10.69,11.51,10.44,12.62,14.81,17.32,17.26,17.15,16.2,14.37,12.97,13.97
T2M,1987,11.3,11.41,11.81,12.61,13.46,15.44,18.26,18.96,19.01,15.61,14.05,13.24,14.62
T2M,1988,12.47,11.58,11.69,12.37,13.69,15.48,17.12,18.3,17.3,16.09,14.98,13.48,14.55
T2M,1989,13.01,12.28,12.25,11.62,14.98,16.65,18.9,19.92,18.48,16.73,14.65,14.04,15.31
T2M,1990,12.67,12.87,12.34,12.29,15.3,16.51,18.32,19.67,18.69,16.42,13.95,12.09,15.11
T2M,1991,11.53,10.77,11.73,11.67,12.94,15.18,17.47,18.65,19.1,15.29,13.9,13.08,14.3
T2M,1992,11.7,11.4,12.01,12.12,13.97,15.21,18.06,18.88,16.94,14.54,14.59,12.69,14.36
T2M,1993,13.14,12.14,11.88,12.3,13.44,15.56,17.33,18.7,17.04,14.54,13.56,12.97,14.4
T2M,1994,11.68,11.69,11.82,11.55,13.25,14.92,17.4,18.24,16.8,15.81,15.0,13.8,14.35
T2M,1995,12.51,12.41,11.79,12.2,14.49,15.64,18.02,19.51,17.87,17.32,15.41,13.26,15.05
T2M,1996,12.58,11.18,11.77,12.89,13.17,16.12,17.92,18.64,17.78,16.52,14.19,12.46,14.62
T2M,1997,11.46,12.67,12.83,13.37,14.51,16.18,17.92,19.58,18.4,17.87,15.04,13.62,15.3
T2M,1998,12.77,12.45,12.59,12.08,14.01,16.31,17.79,19.01,18.6,16.89,14.94,13.35,15.08
T2M,1999,12.52,11.9,11.85,12.61,13.88,15.56,18.36,19.25,18.15,16.12,13.97,12.86,14.77
T2M,2000,11.44,12.25,11.87,11.51,13.63,15.48,17.35,18.81,18.65,15.85,13.48,12.73,14.43
T2M,2001,12.03,11.64,12.33,12.15,13.5,15.9,17.74,18.81,17.9,16.81,14.09,12.56,14.64
T2M,2002,13.07,12.33,12.2,12.31,13.65,15.18,16.86,18.12,18.3,16.44,14.55,13.49,14.73
T2M,2003,11.94,11.63,12.52,12.79,14.13,16.47,18.0,19.52,18.65,16.46,14.54,13.18,15.01
T2M,2004,12.74,11.51,11.65,12.07,13.47,16.42,18.25,19.12,18.22,15.88,13.87,12.83,14.68
T2M,2005,12.44,10.64,11.62,12.38,13.73,16.73,18.28,19.19,18.71,17.15,14.44,12.71,14.86
T2M,2006,11.82,10.72,11.96,12.17,14.18,15.93,18.77,18.99,19.52,17.48,15.24,13.27,15.03
T2M,2007,12.65,12.33,11.92,12.82,14.14,15.8,17.5,18.35,17.7,16.98,14.65,13.84,14.9
T2M,2008,13.16,12.94,12.35,12.44,14.36,16.48,17.62,18.32,17.3,15.84,13.52,12.39,14.73
T2M,2009,11.62,11.07,11.63,12.1,13.58,16.3,17.58,18.42,18.01,17.32,14.98,12.32,14.6
T2M,2010,11.45,10.82,11.32,12.48,13.65,16.45,18.41,19.13,18.72,16.87,13.72,11.68,14.58
T2M,2011,11.67,12.09,11.63,13.44,14.41,15.63,16.81,18.06,18.23,17.23,15.09,13.28,14.81
T2M,2012,12.47,11.11,12.2,11.63,13.59,15.64,17.3,18.62,18.04,16.62,13.87,13.38,14.55
T2M,2013,12.25,11.26,11.42,11.92,12.61,14.72,18.07,18.93,18.6,17.72,14.35,13.18,14.61
T2M,2014,12.1,11.1,11.37,12.49,13.55,16.03,18.21,18.76,19.58,17.93,14.72,12.9,14.91
T2M,2015,12.14,11.07,11.39,12.81,14.1,16.01,18.39,17.97,17.15,16.08,15.15,14.4,14.75
T2M,2016,12.4,11.4,11.19,11.58,13.98,16.43,18.51,19.43,18.72,16.8,14.57,13.98,14.93
T2M,2017,12.31,11.98,12.12,12.4,14.24,16.62,17.83,18.47,18.08,17.38,14.76,13.36,14.98
T2M,2018,12.84,10.8,10.87,12.05,13.51,15.87,18.85,18.98,19.01,16.2,14.08,13.77,14.76
T2M,2019,12.16,12.37,12.14,12.37,13.75,15.48,18.16,18.51,18.16,17.0,13.94,13.01,14.77
T2M,2020,12.41,12.41,11.69,12.86,14.51,15.96,17.63,19.2,18.52,16.41,15.0,12.8,14.96
T2M,2021,11.52,12.19,11.94,12.28,13.58,15.59,17.28,18.53,19.03,17.43,14.56,13.98,14.84
WD10M,1981,9.75,316.81,227.94,48.75,251.06,50.75,340.38,40.81,237.19,278.5,139.56,267.19,289.5
WD10M,1982,223.44,222.31,293.0,69.31,285.44,228.75,26.06,336.44,294.5,261.0,266.75,271.69,272.81
WD10M,1983,218.56,7.0,335.62,273.06,258.38,37.44,21.25,16.19,234.69,301.44,122.0,236.25,282.12
WD10M,1984,274.75,343.06,42.19,63.38,357.0,21.12,40.06,355.19,306.25,250.06,244.19,271.0,317.88
WD10M,1985,158.75,181.5,279.0,4.44,349.75,332.88,355.5,264.0,89.5,63.0,120.81,228.44,263.5
WD10M,1986,281.94,332.75,264.06,341.31,255.31,270.56,17.31,290.19,70.25,307.69,243.75,239.62,285.38
WD10M,1987,94.06,220.94,279.81,229.88,40.12,290.06,14.69,38.31,204.62,251.12,345.75,174.88,316.75
WD10M,1988,249.5,324.88,292.62,310.44,270.81,26.12,278.25,281.5,352.5,215.56,112.56,75.56,282.81
WD10M,1989,166.88,265.31,257.31,312.81,51.19,7.94,34.75,23.94,50.56,96.56,171.06,194.44,357.12
WD10M,1990,241.94,232.56,74.0,1.88,59.56,312.69,25.25,16.75,51.44,266.75,317.06,29.62,308.5
WD10M,1991,207.12,295.5,224.5,338.69,34.62,270.0,299.25,37.94,303.31,341.44,271.12,95.0,322.81
WD10M,1992,91.56,109.44,326.0,303.0,134.62,6.25,314.56,266.81,279.94,352.12,239.62,345.31,312.25
WD10M,1993,210.88,59.94,112.0,287.12,168.25,11.31,348.06,39.38,270.38,22.38,204.88,271.06,320.75
WD10M,1994,270.19,232.31,285.31,302.0,224.19,29.06,317.81,259.69,316.19,237.75,207.69,240.69,259.0
WD10M,1995,255.31,249.12,303.06,49.94,272.12,35.19,331.0,41.12,322.88,198.31,216.88,180.88,288.38
WD10M,1996,210.88,324.88,139.5,158.81,1.12,15.75,6.88,341.56,39.44,250.31,294.31,95.88,321.88
WD10M,1997,115.62,238.56,99.5,74.31,230.12,272.62,7.06,252.0,65.19,172.88,255.94,231.44,235.31
WD10M,1998,223.12,92.94,97.38,284.19,25.56,276.12,330.5,35.69,278.81,280.81,310.56,232.19,296.75
WD10M,1999,242.94,336.44,337.44,273.75,202.31,352.12,13.19,243.12,257.0,240.62,29.56,268.5,287.94
WD10M,2000,69.06,257.88,45.88,287.81,313.31,300.19,335.31,298.44,266.0,283.75,270.94,223.31,276.38
WD10M,2001,260.0,178.06,234.5,295.69,52.56,322.19,314.88,302.25,56.69,220.06,34.44,94.25,282.81
WD10M,2002,214.5,257.31,161.5,357.06,267.31,308.38,319.75,7.75,106.38,225.12,254.5,222.75,250.25
WD10M,2003,293.94,215.31,155.44,164.81,275.81,238.38,278.69,40.06,71.75,28.75,260.25,291.12,276.38
WD10M,2004,254.75,81.75,154.94,330.5,14.44,71.06,348.0,254.62,13.56,263.25,49.94,349.88,329.06
WD10M,2005,323.25,25.12,147.56,277.44,218.06,37.25,8.38,33.94,327.69,198.69,353.56,15.94,6.75
WD10M,2006,34.5,15.88,235.5,39.56,235.31,48.38,326.56,355.56,233.06,210.56,217.31,233.5,264.0
WD10M,2007,257.0,248.56,331.25,43.19,303.12,236.25,265.19,11.38,57.62,84.62,66.81,212.38,334.81
WD10M,2008,243.69,152.44,289.0,340.06,305.25,348.88,268.25,273.56,41.5,326.12,345.0,4.31,303.38
WD10M,2009,242.88,54.56,9.75,276.94,17.44,144.38,254.31,303.0,42.12,166.88,258.25,231.06,278.44
WD10M,2010,5.69,216.62,148.19,76.56,22.94,9.62,324.0,1.69,353.94,27.44,296.44,79.88,8.69
WD10M,2011,109.06,244.38,53.62,51.69,20.56,309.69,326.25,302.69,246.56,313.62,217.5,277.31,296.75
WD10M,2012,293.12,54.81,80.31,316.06,166.62,251.56,303.94,245.5,34.38,226.88,297.38,239.44,277.12
WD10M,2013,265.75,321.94,214.38,286.0,336.94,5.44,48.44,4.81,44.88,220.0,351.25,225.06,291.0
WD10M,2014,263.75,252.88,307.31,212.94,337.81,84.94,345.81,290.62,122.88,219.56,273.56,316.38,271.38
WD10M,2015,281.81,323.31,351.12,88.44,290.06,47.88,261.44,292.69,22.25,108.38,257.69,211.06,275.75
WD10M,2016,248.25,287.38,339.56,216.69,104.62,300.56,359.31,15.44,277.62,94.12,3.56,168.31,301.5
WD10M,2017,91.75,245.0,267.94,66.56,152.25,302.75,314.44,342.38,280.62,173.69,14.75,280.25,308.12
WD10M,2018,271.06,22.12,266.31,230.69,1.44,20.12,353.62,16.44,61.75,46.44,226.0,224.06,301.88
WD10M,2019,355.56,211.75,269.88,271.44,26.5,269.44,352.88,272.62,19.44,250.06,286.94,249.75,278.19
WD10M,2020,222.69,241.75,330.69,94.06,84.0,307.38,16.56,279.25,28.62,267.06,163.81,283.25,283.31
WD10M,2021,284.94,218.56,42.75,73.94,269.56,357.56,300.56,21.69,355.12,231.06,11.31,233.25,311.44
WD50M,1981,7.94,311.69,227.88,50.12,250.81,52.44,339.44,41.62,236.62,276.94,145.69,267.19,284.56
WD50M,1982,223.25,222.88,291.5,70.25,282.0,229.06,27.0,335.56,294.12,259.12,264.38,271.81,270.31
WD50M,1983,218.56,3.75,335.06,271.69,258.5,40.56,23.12,15.62,233.69,281.31,124.88,236.25,277.0
WD50M,1984,274.94,339.88,42.0,64.12,357.25,21.94,43.62,354.19,304.06,249.69,244.19,268.75,316.56
WD50M,1985,168.81,184.31,277.5,1.06,350.44,326.25,355.94,262.56,95.88,66.75,137.62,228.69,255.38
WD50M,1986,281.88,324.25,264.12,340.69,253.56,273.75,17.06,285.0,72.5,305.81,243.69,239.19,282.81
WD50M,1987,97.19,223.31,272.12,228.19,41.38,288.75,14.94,38.69,204.0,250.62,345.19,177.94,297.12
WD50M,1988,249.75,321.06,288.56,292.06,271.06,27.38,276.25,277.31,348.44,213.69,115.25,78.06,276.81
WD50M,1989,172.56,264.88,256.12,311.81,53.0,9.56,35.75,24.44,51.38,103.75,170.5,195.31,355.69
WD50M,1990,241.94,232.81,80.38,2.44,64.25,311.31,29.0,17.31,53.5,265.94,313.94,27.44,303.75
WD50M,1991,210.38,292.12,224.5,337.5,35.56,268.62,296.88,40.69,302.44,338.94,269.94,96.81,317.69
WD50M,1992,93.69,128.94,325.56,300.94,140.06,7.5,310.5,265.5,278.0,351.19,240.0,333.06,306.94
WD50M,1993,212.12,60.62,117.62,286.06,169.06,10.88,348.19,40.56,270.19,21.06,208.94,270.75,313.44
WD50M,1994,270.0,232.19,282.06,299.06,224.25,29.38,314.81,259.38,314.94,235.75,208.06,240.38,257.62
WD50M,1995,255.06,249.19,301.81,51.81,262.69,35.5,324.81,41.0,321.69,199.0,215.06,188.5,283.31
WD50M,1996,211.25,323.62,144.56,169.06,356.81,16.38,7.19,340.12,38.56,249.06,293.12,99.06,313.19
WD50M,1997,122.25,239.12,103.81,75.12,225.0,268.5,6.38,251.56,66.38,176.31,255.5,232.38,232.94
WD50M,1998,223.88,100.62,103.62,284.0,27.06,275.69,327.31,35.62,278.12,279.25,307.94,231.62,292.81
WD50M,1999,241.38,334.31,333.38,271.88,205.25,351.0,14.44,242.12,256.38,238.12,30.44,268.0,284.56
WD50M,2000,70.12,258.38,46.31,285.75,311.06,278.19,334.25,296.25,264.88,283.06,270.19,223.38,273.94
WD50M,2001,259.69,197.75,234.69,293.44,53.81,315.56,314.31,299.81,57.69,219.69,34.56,96.0,275.12
WD50M,2002,215.12,256.5,165.94,358.88,265.81,304.56,318.31,7.38,107.62,224.38,254.62,222.5,248.25
WD50M,2003,292.06,217.0,157.81,166.62,273.75,235.94,277.12,42.12,74.88,28.38,259.0,286.38,269.62
WD50M,2004,254.88,85.31,176.38,327.44,15.12,72.75,347.0,254.19,14.44,262.31,49.62,348.5,323.75
WD50M,2005,310.0,24.81,154.0,274.44,216.88,38.94,11.56,34.69,325.5,199.56,353.88,10.88,3.25
WD50M,2006,30.62,11.0,235.88,40.31,235.25,51.94,327.75,355.69,232.81,210.25,215.44,233.5,259.19
WD50M,2007,255.0,248.69,328.19,44.19,301.75,235.06,265.12,11.81,58.94,85.75,67.44,216.81,328.0
WD50M,2008,244.19,156.5,288.38,337.31,302.5,347.69,266.25,272.81,43.0,324.31,344.62,4.06,300.56
WD50M,2009,242.94,54.69,9.81,276.25,18.56,146.5,253.88,299.81,43.12,169.62,258.06,230.12,274.5
WD50M,2010,359.94,218.56,155.56,78.12,24.0,9.75,322.19,358.81,351.0,306.62,295.69,83.69,6.81
WD50M,2011,116.56,244.06,55.44,54.81,20.75,307.81,325.81,296.75,244.62,277.12,216.12,276.94,290.56
WD50M,2012,290.56,54.81,81.25,315.56,168.38,251.31,302.69,244.56,35.25,225.62,295.75,239.44,273.62
WD50M,2013,265.19,319.25,213.75,277.81,336.62,4.5,48.69,4.62,47.0,220.62,348.31,225.69,286.44
WD50M,2014,263.88,253.0,305.0,213.0,337.88,92.5,345.75,288.06,124.0,219.0,272.62,315.5,269.5
WD50M,2015,281.25,322.38,348.38,90.25,286.81,48.19,260.12,290.88,23.25,110.62,256.56,211.06,271.94
WD50M,2016,247.88,287.0,337.44,202.31,119.12,298.62,359.81,16.0,276.06,95.5,2.75,171.38,296.81
WD50M,2017,96.25,244.44,264.75,67.31,155.19,301.38,314.06,340.06,279.81,177.5,13.31,279.12,301.25
WD50M,2018,270.44,21.31,265.56,229.38,2.25,22.25,354.19,17.38,62.56,47.69,226.0,224.62,297.5
WD50M,2019,354.19,210.94,264.0,270.12,28.94,267.38,353.0,268.75,17.75,248.62,287.0,250.0,275.88
WD50M,2020,223.44,241.69,326.62,103.0,87.12,307.06,16.88,277.88,30.12,266.19,169.0,282.5,279.62
WD50M,2021,281.0,218.31,43.81,75.56,269.19,358.12,301.06,24.5,357.0,230.75,11.44,233.31,305.56
